uid,mid,date_watched
3053,6619,2024-06-12
7999,6781,2024-01-25
11201,27051,2023-12-10
13176,8016,2023-12-15
3686,3131,2024-04-03
10434,28084,2024-02-22
6990,16481,2023-12-23
12860,35477,2023-08-22
11656,38166,2024-06-13
9226,11529,2023-07-10
620,5915,2023-11-23
6572,37137,2024-02-12
2,11180,2024-02-21
469,20473,2024-02-27
10627,12077,2024-04-30
12292,24784,2023-09-09
11339,13825,2023-12-05
4743,4300,2023-07-19
2460,8119,2023-08-24
1620,10757,2024-01-31
12763,7954,2024-01-25
1741,37553,2023-07-21
108,15186,2024-04-07
4694,41793,2024-03-05
2373,14675,2023-07-28
3250,33928,2024-04-21
8416,387,2024-01-27
3909,26618,2024-04-10
13220,7193,2023-07-20
3311,10746,2023-07-20
11225,30021,2024-05-25
12215,42679,2023-10-28
10327,21160,2023-10-05
8314,3410,2023-10-28
2208,25746,2023-07-25
9539,29456,2023-11-30
4451,38911,2024-03-01
10333,38736,2024-03-16
13855,29167,2023-07-04
5638,39974,2023-11-20
4650,28073,2024-04-07
12310,12110,2024-05-30
12683,2485,2024-06-10
7157,34623,2024-02-05
3469,2598,2024-05-22
6525,40598,2023-12-07
3561,40955,2023-09-14
3176,3984,2023-10-07
12065,39453,2023-12-27
724,43152,2023-11-04
364,17041,2023-08-01
10926,30555,2024-03-21
10280,27917,2024-05-29
5819,26373,2023-07-13
5992,39081,2024-06-16
11178,40707,2024-06-03
13244,42723,2024-01-18
3527,29049,2023-07-18
9567,19670,2023-10-01
6371,9778,2024-04-05
5990,36332,2024-06-22
7210,20969,2024-05-11
6751,37810,2023-08-29
10647,11293,2024-01-30
670,40795,2023-10-08
7124,13924,2023-07-01
6194,27704,2023-08-12
9594,18658,2024-05-06
3287,3630,2023-12-15
3273,2115,2024-01-08
6147,34446,2023-08-03
2829,35863,2023-08-03
6211,25575,2023-12-23
10499,32350,2024-01-12
10639,22258,2023-12-05
3663,35053,2024-03-01
9942,37821,2024-06-30
9866,17974,2024-06-04
2298,25738,2024-06-10
1485,12048,2024-05-30
1837,22114,2023-09-09
2020,695,2024-05-22
714,15589,2023-10-22
1369,20068,2024-04-10
1051,6705,2023-11-20
2034,40137,2023-10-05
4048,1972,2024-05-04
10668,40824,2024-05-15
1063,11442,2024-01-28
9603,31477,2024-05-12
9330,14678,2024-01-01
376,27819,2024-01-21
11131,1869,2024-06-28
6357,18056,2024-02-01
1153,1729,2024-03-02
4388,7633,2024-02-24
10819,12044,2024-04-18
12115,6404,2023-07-08
5273,15733,2023-09-16
7075,18527,2024-05-19
13567,9341,2024-04-02
9295,38953,2024-01-18
1324,22395,2024-01-30
9322,33022,2023-10-02
4680,4103,2023-09-13
8562,36311,2023-12-04
2835,19160,2023-11-30
2384,6213,2023-11-19
1334,31825,2023-09-16
5465,37406,2024-05-17
220,11526,2023-12-29
12352,28761,2024-01-11
12599,27458,2023-12-05
7568,10533,2023-11-23
12155,13519,2023-08-23
9495,6477,2024-06-20
5437,19744,2024-04-02
7446,1005,2024-05-04
6733,43055,2023-09-21
6665,37486,2023-12-03
3344,3272,2023-07-04
9205,210,2024-05-06
7690,25464,2024-03-27
13700,5540,2023-09-02
12210,19978,2023-10-20
6389,8607,2024-02-24
6622,34053,2023-11-21
5852,3149,2024-07-08
12690,33537,2023-07-20
13742,5608,2023-09-02
2064,19587,2024-04-14
11080,29251,2023-09-19
986,18595,2024-01-13
4565,7400,2023-09-07
7270,25118,2024-01-02
10320,33127,2023-12-14
9651,33618,2024-01-21
8415,7499,2023-12-11
9301,37291,2023-10-02
10086,9629,2024-03-05
6907,330,2023-09-06
7614,38620,2024-06-07
13764,7033,2023-07-21
4707,38035,2024-05-14
9805,37123,2023-09-23
12468,20623,2023-07-24
1293,28585,2023-10-19
12160,4723,2024-06-15
5333,17773,2023-09-21
10761,20570,2024-06-22
6184,41680,2023-09-16
11772,3236,2023-11-17
6352,4577,2024-03-27
12336,26708,2024-06-03
7800,33869,2023-12-16
3814,41633,2024-01-13
397,41477,2024-03-18
12239,30286,2024-01-31
12970,24155,2023-09-05
1081,20055,2024-02-14
10150,17166,2023-12-08
4535,14440,2023-10-30
5004,22516,2023-11-26
3167,26963,2024-06-04
13693,42550,2024-01-09
3219,37764,2024-02-16
9614,19465,2023-10-19
13475,42037,2023-11-22
10695,30414,2024-02-06
11960,33271,2023-09-02
8220,42300,2023-11-03
3386,20270,2024-02-03
4128,31542,2024-04-09
5200,8010,2024-06-18
798,17008,2024-02-21
8228,26463,2023-07-13
669,11543,2023-11-30
5799,17435,2024-02-24
11519,29766,2024-01-06
7943,23770,2023-11-28
5303,22466,2023-09-24
13070,21869,2023-07-21
7019,20157,2023-12-29
10919,20301,2024-05-14
3923,13436,2023-12-05
3325,4115,2024-07-01
583,36136,2023-09-14
7209,8096,2024-05-24
9634,37910,2024-01-19
11968,3952,2024-02-14
3268,21469,2023-11-29
12876,27074,2024-03-19
1762,34342,2023-09-10
9924,2769,2024-02-10
4209,38071,2023-11-08
3648,33980,2024-06-24
7856,25352,2023-07-28
1095,15446,2024-04-24
9137,1161,2023-10-05
1483,22362,2023-08-15
5545,7042,2023-07-01
3807,18768,2023-12-13
1462,10847,2024-03-01
8284,38645,2024-02-04
9108,19925,2023-10-10
549,13883,2024-04-16
9911,14739,2024-01-20
2867,21020,2024-01-18
3821,1096,2023-08-23
7327,38670,2024-04-05
11434,40984,2024-04-03
12376,14124,2023-07-16
4901,28133,2023-07-13
2285,1080,2024-06-20
9203,29658,2024-06-20
12273,32376,2024-05-13
2970,24755,2023-09-25
5687,31154,2023-09-16
1535,18345,2023-09-05
12687,34242,2024-06-11
9022,37657,2024-01-27
11855,4980,2024-01-30
6154,1213,2024-01-01
11625,9002,2023-08-02
7105,13249,2023-10-23
11302,33188,2024-03-31
7212,15609,2024-01-14
11176,36428,2023-11-20
9248,31369,2024-02-13
3084,5284,2023-10-28
12135,25855,2024-06-17
9313,10716,2023-07-24
6323,16166,2023-07-27
12152,34109,2023-09-13
6566,26798,2024-02-26
2958,10585,2023-07-23
13856,14781,2023-12-08
10788,37906,2023-08-10
10234,21574,2024-02-23
1272,33360,2024-02-24
4855,527,2023-08-25
106,7856,2023-10-06
5347,43464,2023-11-23
4494,34061,2024-03-18
11651,29483,2023-08-09
11309,16572,2024-01-09
11658,31741,2024-02-24
11117,19143,2023-08-11
8329,25105,2024-02-07
9230,8626,2024-01-12
10677,39200,2024-04-13
5540,15927,2023-07-10
10832,31219,2024-02-20
10698,26381,2024-05-20
13273,20567,2024-03-21
6665,33206,2023-09-07
9291,43549,2023-11-16
8307,29718,2024-06-19
501,41757,2024-02-04
9301,25136,2024-01-12
4526,28165,2023-09-12
10125,8954,2023-10-11
11475,38563,2024-02-10
5338,3575,2023-10-31
6637,20170,2023-10-10
7031,21605,2024-03-20
9001,24135,2023-12-08
4241,23203,2024-02-18
12141,685,2024-03-31
12706,37002,2024-03-14
13171,8008,2024-05-06
235,35097,2023-11-16
12852,41788,2024-02-12
4977,9256,2024-03-29
13740,32263,2024-05-12
6107,18094,2023-09-24
1058,5783,2024-04-16
7246,1235,2024-02-02
8659,37974,2024-06-23
11922,34189,2023-09-04
10828,31997,2024-03-13
3705,29205,2023-11-12
9979,17153,2023-08-24
6989,42365,2024-06-20
13562,25020,2024-02-28
7406,19489,2024-03-08
200,37124,2023-07-21
5634,19690,2024-05-02
9968,28507,2023-12-10
12384,17716,2024-06-20
12303,41030,2024-03-20
10923,13766,2023-09-06
6882,21943,2023-10-15
2232,38713,2023-09-05
11703,39895,2024-01-15
4540,38032,2024-01-08
3625,20479,2023-07-02
1381,22552,2024-03-13
11466,28073,2023-07-01
13445,35562,2024-06-22
7147,2893,2023-10-23
3749,33967,2023-09-26
7197,24396,2024-01-13
2454,18757,2023-09-30
8200,22175,2024-03-30
8731,34652,2024-06-08
6536,798,2023-12-07
5142,8210,2023-12-20
8322,41004,2023-08-02
5298,21347,2023-09-11
9762,28025,2024-01-12
12244,29415,2024-04-09
1893,40819,2023-09-25
10132,5948,2024-05-04
9695,9618,2024-02-09
5386,20705,2023-08-13
5590,28703,2024-05-31
9995,1893,2023-11-15
13768,29755,2024-03-26
11225,3425,2024-06-23
6379,42219,2023-08-05
7380,13419,2023-08-03
1395,29887,2023-09-26
6964,34784,2023-11-23
9530,23058,2023-07-16
12263,4834,2024-02-18
3192,9895,2023-08-10
4711,41834,2024-03-11
104,566,2024-04-06
13366,40181,2023-11-03
10712,18403,2023-07-08
5847,42846,2024-07-02
9947,10316,2024-06-14
10918,12835,2024-06-04
6390,2315,2024-05-19
4910,37181,2023-12-23
1167,3884,2024-02-13
3320,10052,2024-05-18
13241,40985,2024-07-01
1411,11696,2023-07-18
5794,23124,2023-08-25
12432,7903,2023-08-04
6902,17574,2023-10-26
6769,29375,2024-04-07
3778,12289,2024-03-10
7322,6885,2024-01-29
3368,10560,2023-08-30
7095,18126,2023-09-26
240,3689,2024-03-27
5105,23870,2024-06-11
3135,38138,2023-08-01
9749,4024,2023-11-10
12963,17101,2023-09-02
9871,36736,2024-01-15
577,7424,2024-03-12
3274,39219,2024-06-06
1344,12214,2023-12-02
13055,35984,2024-02-16
725,33159,2024-04-26
8948,28461,2023-08-04
11790,31018,2023-07-26
2947,33001,2023-07-23
10753,26503,2023-11-18
1082,30991,2024-04-10
7717,19516,2024-05-15
7422,29992,2023-12-03
9833,7635,2023-10-21
8936,11499,2023-11-16
9255,10917,2024-07-08
10924,29378,2024-01-25
1195,33002,2024-05-18
6747,1392,2024-06-28
8727,43853,2023-09-24
7516,42216,2024-04-10
5111,14185,2023-08-29
864,27115,2023-08-23
1438,11883,2023-10-01
4453,17274,2024-05-20
12016,40671,2024-07-07
12193,17130,2024-03-21
9864,42680,2024-01-29
6875,428,2024-05-28
12295,31417,2023-07-10
6697,732,2024-06-22
13381,800,2024-01-19
11638,28874,2024-01-12
13082,7026,2023-08-27
2444,14482,2024-03-12
11889,25412,2024-02-08
5794,31359,2024-07-03
1336,40393,2023-12-27
1220,14962,2024-06-26
10888,21768,2023-08-04
9477,41001,2024-06-23
6859,36136,2023-10-11
5196,21393,2023-12-08
12418,13263,2024-01-16
13126,5230,2023-12-07
12735,23773,2023-12-30
7938,18800,2024-06-17
167,23556,2023-11-13
5567,26617,2024-02-11
10201,19334,2024-02-28
5284,4262,2023-10-14
2567,3467,2023-09-09
11333,3089,2023-09-15
802,1116,2023-08-23
1899,4579,2024-04-02
6799,2591,2023-10-19
3808,7373,2024-02-09
5146,3574,2023-09-13
10851,2979,2023-07-14
2570,43408,2024-03-14
3705,9423,2024-01-05
4350,43627,2024-06-28
11110,23698,2024-02-24
7492,30821,2024-05-29
1830,37744,2024-04-29
9872,4926,2023-09-29
8353,29431,2023-12-31
11348,28835,2023-07-17
8074,24436,2023-07-12
2523,21677,2023-12-13
12440,43555,2023-11-23
7521,19815,2024-04-07
8628,14717,2023-08-06
5344,27529,2023-09-08
11061,1996,2023-12-16
5386,22415,2024-05-30
2912,13845,2023-12-17
10948,36660,2024-03-09
9519,15523,2024-06-10
3969,39914,2024-04-22
10688,8499,2023-11-19
9781,42323,2024-03-29
4306,2103,2024-02-10
756,35799,2023-12-30
12170,8525,2024-02-06
13848,30847,2023-08-22
11906,8108,2023-10-26
10155,18269,2024-06-29
10621,24400,2023-12-06
3469,9625,2023-11-13
9303,27127,2023-09-15
12693,23132,2024-05-31
302,20715,2023-08-14
2760,40632,2023-07-18
2588,35878,2024-06-19
6908,18571,2024-01-21
727,12483,2024-05-19
10389,34319,2023-09-21
11246,33415,2023-08-19
3178,21041,2024-04-06
13039,13408,2023-12-13
13806,33306,2024-02-28
10218,14167,2023-12-11
3814,6573,2024-05-19
7218,33003,2023-08-25
10849,26973,2023-08-08
1774,42465,2024-05-14
331,22924,2023-11-05
7541,1910,2023-10-30
4538,32849,2024-03-03
6865,2084,2024-01-02
13012,17141,2024-01-24
9827,2671,2024-05-10
6194,36520,2024-04-29
12230,38030,2024-02-24
13654,14692,2024-01-31
8650,39621,2024-04-17
2463,34263,2024-02-09
380,25596,2023-09-26
243,33441,2023-07-25
13490,8631,2024-02-05
4132,31251,2024-03-31
6644,28799,2023-11-12
7216,43037,2024-02-18
12838,33213,2023-09-04
10053,41926,2023-09-18
4990,11983,2024-03-11
5375,8656,2023-11-02
1107,18583,2023-11-23
11118,35056,2023-10-11
10794,4009,2024-04-02
9810,41873,2023-11-01
2880,497,2024-03-23
10843,34232,2024-04-03
3820,23213,2023-10-19
4671,20638,2024-05-08
5877,16878,2023-09-27
6352,17811,2023-12-05
9888,9885,2024-02-01
2503,2724,2024-04-26
435,4762,2023-08-05
2912,7631,2023-09-25
2591,16376,2023-10-26
6057,41510,2024-05-23
13217,25219,2023-12-29
5394,30566,2023-09-06
10012,37119,2024-06-23
7669,32976,2023-12-06
1784,27074,2024-04-10
3362,4191,2023-12-11
4501,1884,2024-06-25
8548,2887,2023-09-11
1537,8954,2023-10-27
8692,8382,2024-06-05
10477,23239,2024-01-11
4532,13796,2023-09-27
5530,30429,2024-06-09
8530,9639,2023-09-14
12872,4932,2024-02-06
4202,42624,2023-11-16
655,38493,2024-07-06
12424,26412,2024-02-26
11012,20535,2023-12-01
8880,36829,2023-08-22
5643,29182,2023-11-19
1921,37534,2024-05-15
11516,19997,2023-07-31
11574,6554,2024-02-08
12360,40147,2024-04-17
7724,18074,2024-03-22
8420,7131,2024-04-07
3233,29406,2024-04-01
12206,35955,2023-08-13
13330,5790,2023-08-31
7788,28931,2024-01-17
8359,17530,2024-05-30
12781,7943,2023-07-09
13811,7549,2023-09-09
7937,18297,2023-09-28
6816,32245,2023-07-24
7097,297,2023-11-17
4320,2410,2024-05-11
3073,34230,2024-06-04
7468,30847,2023-09-16
6002,35037,2024-01-30
6192,39323,2023-07-16
12648,27168,2023-07-29
5751,28992,2024-04-16
10272,17802,2023-08-12
9079,7359,2024-06-16
13695,22589,2023-08-22
4354,17672,2024-04-01
8381,17503,2024-07-05
5996,25129,2024-02-17
9420,31646,2024-01-28
5012,7638,2023-07-08
8524,661,2023-10-30
11233,41676,2023-08-11
2625,6923,2024-05-28
2055,28162,2024-02-18
7140,3971,2023-09-08
1143,3408,2024-07-01
5867,27844,2023-07-16
2624,9047,2023-09-07
3059,23801,2023-08-22
7232,14548,2023-12-20
1058,37529,2024-03-18
631,31390,2024-04-14
7435,30347,2023-07-15
7274,22749,2024-03-26
8062,36856,2023-12-14
12510,25849,2023-09-01
11966,7608,2024-03-17
12474,36788,2023-10-29
12011,33584,2024-06-10
8829,12564,2024-02-25
940,33691,2023-10-15
11890,29177,2023-12-27
5872,14926,2023-07-16
3131,21252,2024-06-19
6042,17649,2024-05-04
2589,20109,2024-01-31
12772,10980,2023-09-15
2814,2723,2024-02-10
1979,5356,2023-10-01
12425,28800,2023-12-28
4444,35319,2023-12-21
11488,32706,2024-06-18
5274,43910,2024-06-18
10997,23071,2024-02-04
6705,11285,2023-11-20
6525,21738,2024-05-10
7249,23242,2024-04-07
13923,27415,2024-03-15
10240,20896,2024-06-20
6583,26772,2023-08-16
4832,1385,2023-07-05
6620,22690,2023-08-31
3945,27476,2023-09-22
784,8253,2023-11-10
13659,30845,2024-05-31
10237,30152,2023-09-01
5270,40007,2024-04-06
13869,23366,2023-08-13
8743,6027,2023-11-30
5173,32768,2024-03-26
10417,28524,2024-06-06
12263,10483,2023-12-18
13505,41433,2023-12-03
12531,25109,2024-03-31
5543,494,2024-06-22
1274,16466,2023-07-20
12572,39768,2024-01-30
11852,29551,2023-09-17
9169,13834,2023-11-16
6501,2971,2023-10-06
8686,32780,2023-11-29
7002,29959,2024-01-14
8895,17146,2024-03-29
1733,35954,2023-12-03
5766,1807,2023-08-19
7023,5665,2024-02-13
10435,28901,2023-07-10
1477,14127,2023-11-26
1498,5155,2023-08-27
9106,22209,2023-12-09
3387,13768,2024-06-15
9106,20044,2023-10-15
514,1526,2024-04-14
12506,33529,2024-01-02
4612,16979,2023-08-15
3397,1056,2023-11-06
7952,10047,2024-05-13
9795,35852,2023-09-25
7965,15679,2024-03-05
5788,26625,2024-05-24
862,42419,2024-03-13
2139,38726,2024-04-02
10426,5256,2024-04-03
11316,9412,2023-07-04
1644,42460,2023-09-03
10051,36164,2024-01-18
6235,33972,2023-09-01
10932,31236,2023-11-20
3811,19195,2024-02-29
12892,19477,2024-04-17
13589,3045,2024-04-10
4576,40041,2023-12-27
13980,21058,2023-12-21
7993,3515,2024-05-20
6643,9991,2023-10-19
2388,38961,2023-12-22
4932,43536,2023-11-30
7853,7508,2024-06-20
10995,4858,2024-02-02
6888,12119,2024-04-22
7733,3147,2024-02-25
8088,26402,2024-02-11
6102,26178,2024-01-02
5637,38525,2023-08-17
9187,4415,2024-01-24
11371,17495,2023-12-04
6451,20438,2024-02-10
10296,3938,2023-11-21
8528,36732,2023-10-19
7475,21327,2024-05-13
2480,38666,2024-06-27
4363,8975,2024-06-26
766,17501,2023-11-09
258,1751,2023-10-21
8751,4028,2024-05-19
11329,5746,2023-09-27
4687,21449,2023-12-08
4890,42448,2024-05-29
10729,28452,2023-09-13
4893,28208,2024-04-06
6131,5939,2023-07-07
2450,12151,2023-10-21
5982,13407,2023-08-05
12565,19782,2024-03-22
13011,37622,2023-10-21
8056,18326,2024-04-17
10844,3149,2024-02-08
5922,28880,2024-01-27
8832,7934,2023-07-18
13970,9437,2024-02-26
4814,17670,2023-11-11
12122,6475,2024-02-05
688,11229,2023-10-10
4934,33539,2023-11-17
7489,1844,2023-12-16
12091,74,2024-01-07
9746,16060,2023-07-25
3588,20734,2023-08-02
10888,40769,2024-06-07
6259,25396,2024-05-24
10731,20203,2023-07-06
2767,13274,2024-01-10
4295,33100,2024-02-15
111,7513,2023-11-14
3286,28232,2024-05-18
487,23275,2024-02-01
8711,37700,2024-06-13
6367,22410,2024-06-28
666,5114,2023-12-30
3726,41188,2023-12-15
6267,2882,2024-04-07
9407,19250,2023-08-07
7272,35344,2023-12-10
8528,12715,2023-11-19
3992,38954,2024-03-04
12382,8657,2023-10-11
8218,5742,2024-01-15
2374,16662,2024-01-16
9075,31556,2023-08-11
7546,28691,2023-11-24
9001,32834,2023-09-04
13141,37031,2024-01-09
11136,5705,2024-04-23
870,41363,2023-08-07
12313,12176,2023-11-18
6964,12697,2023-10-14
2342,39024,2023-11-29
7183,40210,2024-06-16
173,28055,2024-05-21
8175,21077,2023-08-07
7194,14987,2023-10-05
4021,14441,2023-10-16
9142,7961,2023-10-27
7435,22463,2023-11-28
13822,17822,2023-09-12
7178,27259,2023-08-26
6325,27354,2024-06-30
10435,23417,2024-05-30
9318,22116,2024-03-08
5035,24969,2024-04-17
3366,22732,2024-05-08
11863,22786,2024-03-11
12469,39398,2024-03-10
3551,13829,2024-03-15
7883,4542,2024-03-26
11793,40645,2023-08-03
8694,13312,2024-05-21
7745,30532,2024-05-20
2806,14589,2024-02-23
11375,12381,2023-12-26
1763,42646,2023-10-12
242,17819,2023-07-29
6515,30858,2024-02-12
12614,21712,2024-02-17
12184,5098,2024-04-29
10237,28394,2024-06-14
460,22077,2024-05-30
9961,18739,2023-10-25
4626,29318,2024-01-23
12781,39230,2024-01-01
5425,7045,2023-11-15
5605,5498,2024-05-18
10833,13752,2023-12-11
8849,29883,2023-09-13
11849,42073,2024-02-18
10776,43195,2024-04-09
13667,43827,2024-03-11
9059,22450,2023-07-09
6588,44029,2024-01-19
10324,33403,2024-04-30
11710,32544,2023-09-29
10854,29363,2024-05-27
5534,27316,2023-11-27
9860,27747,2024-06-24
11981,10058,2023-12-23
13374,42916,2023-08-02
6606,21062,2023-12-31
11578,34158,2023-12-04
7599,11323,2023-08-22
1341,4277,2024-04-21
12006,12307,2024-01-18
3934,34018,2024-03-30
8646,27743,2023-12-22
13303,31601,2024-02-29
2471,17630,2024-03-25
3104,8246,2023-09-12
11280,31415,2023-10-04
9249,43871,2024-06-25
11919,30099,2023-12-20
1922,10589,2023-12-02
7074,443,2023-12-30
9900,39745,2024-05-18
9927,37444,2024-04-14
10503,11804,2024-03-14
12599,40722,2023-09-13
8664,37146,2023-12-21
12501,10600,2024-05-25
4380,7059,2024-02-16
7005,17207,2024-03-03
8656,11895,2023-12-08
2291,2940,2024-01-02
3842,22150,2023-11-20
8938,1032,2024-04-07
6073,10209,2023-11-05
5702,563,2023-12-13
864,43499,2023-07-27
10708,20952,2024-03-02
875,28352,2023-11-12
10003,18681,2024-01-18
6398,21587,2023-07-21
4078,9309,2023-09-17
9598,9610,2023-12-05
11646,29496,2023-10-02
13632,17676,2023-07-08
8809,28065,2024-06-03
616,8721,2024-03-15
13165,42941,2023-08-24
10607,14458,2023-08-05
9222,2940,2023-07-06
7664,38204,2023-08-11
10517,23366,2023-08-19
12327,5393,2023-10-20
5879,25906,2023-11-23
4678,7973,2024-02-15
6041,30654,2024-01-27
5036,26330,2024-05-01
6362,19185,2023-07-30
7223,14800,2024-04-20
11984,15053,2023-10-24
11124,6045,2024-02-11
12370,19872,2023-08-28
2556,23768,2023-09-14
11530,20235,2024-02-01
11646,21382,2023-11-09
780,17275,2024-04-29
2255,22305,2023-09-19
7126,17573,2024-04-30
12275,38413,2023-09-05
12353,25966,2024-02-15
9854,18385,2024-05-28
5436,17856,2024-04-02
133,17921,2024-06-25
10831,16703,2023-09-10
4970,37922,2024-01-25
1351,1895,2024-03-28
11277,30986,2023-11-21
7792,28288,2024-03-07
2291,7992,2024-04-09
11755,15440,2023-12-26
7260,29085,2023-09-18
10995,42236,2023-08-26
396,27660,2024-06-30
7622,24977,2024-05-03
6476,38704,2023-12-21
741,17108,2024-02-23
13045,2330,2023-12-13
10046,42096,2023-09-22
12638,2771,2023-08-17
8884,4847,2023-11-04
8948,16652,2023-12-16
4425,14634,2024-06-18
9655,13629,2024-07-08
10868,570,2024-06-13
7098,1974,2023-09-05
12155,35591,2024-05-25
3632,33039,2024-06-04
13152,7642,2024-01-10
12595,8931,2023-12-02
4653,6681,2023-12-07
6674,1258,2023-12-31
8569,8251,2024-03-22
11965,38139,2023-12-15
9773,28758,2023-11-22
4177,4859,2024-01-02
13813,41350,2024-07-08
4278,13492,2024-06-17
13450,25295,2024-03-18
8747,6909,2024-03-30
10612,10845,2024-05-23
3849,37630,2024-06-09
10755,2912,2024-02-08
1819,8992,2023-08-11
1471,11573,2023-07-04
11030,43067,2024-04-01
8801,29694,2024-04-09
8989,40005,2024-01-09
1748,38334,2023-10-12
2161,17494,2024-03-03
117,39698,2024-04-25
2555,17635,2023-07-23
13436,24562,2024-04-28
6021,18034,2023-07-13
6346,7352,2023-11-21
9591,25922,2024-02-03
7390,19341,2023-12-30
3395,14902,2024-06-15
13517,10639,2024-02-27
6374,38597,2024-01-09
8648,21379,2024-03-28
7448,22821,2023-12-12
3822,25061,2023-12-27
6367,32643,2023-10-25
6090,25379,2024-03-22
9571,8151,2023-08-07
609,42876,2023-08-13
543,24060,2024-06-15
6114,34526,2023-09-12
13889,18194,2024-07-03
5438,43968,2024-02-11
10142,27802,2024-05-02
13256,26247,2024-05-03
8128,12808,2024-06-12
11849,17536,2024-05-10
2615,5493,2023-07-13
3176,31358,2023-07-12
1523,6303,2023-08-19
4062,32315,2024-05-08
6540,4748,2024-03-05
9209,41171,2023-10-27
11424,10687,2023-08-26
2254,37450,2023-12-29
5227,18892,2024-03-20
13799,36197,2023-10-14
2642,29929,2024-01-07
3074,7495,2023-11-14
10568,36724,2024-01-04
2744,29878,2023-10-28
8600,27982,2024-02-27
10900,14027,2024-05-14
3178,20423,2023-09-10
10543,9245,2024-02-28
1132,33482,2023-11-08
3584,23645,2024-03-25
7699,43849,2023-08-21
7639,8522,2023-08-31
2729,1747,2023-10-27
4078,17592,2024-06-29
1873,26719,2024-03-20
7997,2697,2024-02-24
5205,12013,2024-06-15
5284,14689,2024-03-11
12182,23458,2023-12-20
7473,5037,2024-05-04
1219,39896,2024-02-22
792,29961,2024-05-14
2274,36487,2023-10-03
9691,22160,2024-06-01
5346,7911,2023-08-26
9330,2694,2023-09-05
2024,15859,2023-08-15
1108,28811,2023-10-02
321,20093,2023-11-15
7416,23244,2024-07-03
1923,30506,2023-10-01
8004,7693,2024-02-17
5683,28556,2023-08-18
13204,6399,2023-07-23
2118,7253,2023-08-31
5061,11722,2024-03-23
10739,17940,2024-05-24
10372,11826,2023-10-26
5986,25252,2023-09-26
12570,36956,2023-09-27
1175,24152,2023-08-24
5131,37,2023-11-30
10607,28413,2024-02-24
11477,18172,2024-03-21
10917,39052,2024-03-24
2658,32762,2023-10-21
3387,15203,2023-12-13
12908,8061,2023-12-03
3681,8066,2023-07-08
4526,29874,2024-01-18
6936,36649,2024-02-02
13461,5933,2024-04-17
6738,26471,2023-08-19
11234,8329,2023-10-15
4054,6334,2023-07-09
11100,11269,2024-02-18
10870,5068,2024-01-04
256,17046,2024-05-18
688,40742,2024-05-04
11546,22771,2024-06-02
12442,42771,2023-10-18
11249,7888,2023-11-22
12175,33183,2024-02-13
3485,32371,2024-05-04
6092,39619,2023-10-22
6449,24919,2023-09-01
12788,35498,2024-03-31
758,28027,2023-11-01
9419,11930,2023-09-24
13482,36666,2023-09-08
636,34938,2023-08-16
5528,13564,2024-01-15
5188,28547,2024-06-28
13523,12889,2024-01-17
11261,37339,2024-04-01
962,34284,2023-08-06
10353,16959,2024-01-19
8718,12635,2023-11-07
13122,19252,2024-04-17
5564,19929,2023-09-02
12565,37246,2024-03-19
6351,16456,2023-10-28
9493,27145,2024-04-03
10815,28014,2024-01-18
1264,21877,2023-08-15
925,26963,2023-12-15
1746,28085,2023-10-18
1231,42320,2023-08-15
2905,21144,2024-01-28
8762,26092,2023-07-28
11097,14180,2023-09-25
9613,32808,2024-04-16
13353,10223,2023-12-04
1114,23950,2024-03-21
5332,16117,2024-03-21
10123,37565,2023-07-22
12543,37375,2024-03-12
10735,17668,2024-01-07
12580,8776,2024-02-17
1378,29656,2024-01-02
754,14194,2024-05-21
13453,14677,2023-12-30
2105,30777,2024-01-18
8685,43226,2023-09-03
1828,17200,2023-08-12
13965,15067,2024-02-06
2220,18896,2023-07-17
2266,247,2024-05-19
8361,21210,2024-04-10
12984,39285,2023-12-30
3566,16801,2023-08-13
9123,23087,2024-01-04
5719,20102,2024-03-19
8786,16492,2023-12-21
13979,27208,2023-08-23
8424,41799,2024-02-05
2192,20898,2023-08-15
5163,29493,2024-03-16
11983,1422,2024-01-11
10172,32016,2024-06-11
6492,12971,2023-08-30
2852,7284,2023-12-13
4015,28489,2023-12-07
8281,15946,2023-11-28
1995,256,2023-10-19
2705,11020,2023-08-06
6995,15488,2023-07-03
12273,41798,2023-07-13
1544,19347,2023-12-09
8833,35051,2024-06-08
5112,8745,2024-05-27
12963,24757,2024-03-20
13755,17862,2023-09-21
8094,25147,2024-03-21
6147,42688,2024-05-29
10290,21977,2024-02-04
2191,592,2023-11-23
8990,6278,2024-04-23
6499,2261,2024-04-22
10690,43908,2023-12-08
9912,348,2024-02-14
3426,24742,2024-02-19
13020,37212,2023-09-27
7557,43857,2024-05-28
5200,41543,2024-05-05
3073,6870,2024-01-31
13023,28083,2023-10-05
2934,22081,2024-01-29
3479,28980,2024-06-18
10946,19423,2024-05-07
10148,35614,2023-10-08
11143,22994,2023-11-22
13588,12387,2023-07-10
780,34034,2023-08-13
7626,12939,2024-03-07
4378,11160,2024-02-12
7831,2275,2024-03-05
7805,18855,2023-12-16
1714,31816,2023-11-07
13367,10483,2023-07-19
12930,18962,2024-05-31
6963,20045,2024-02-20
1526,33837,2024-06-09
9162,21976,2023-07-01
4808,14707,2023-11-07
10748,5975,2023-07-27
9652,10929,2023-07-02
9530,21214,2024-03-06
5093,1951,2024-02-07
257,19478,2023-11-15
2069,10412,2024-03-31
