uid,mid,rank
11555,16969,3
11086,30210,1
8646,14012,3
5993,18396,4
5034,4007,2
11051,30664,5
7131,41692,2
12988,41575,2
6195,18104,2
13653,39455,4
7095,42572,1
5653,21032,5
10445,18817,1
13143,6838,2
4595,5455,1
4212,41638,3
2123,39614,1
4719,8849,1
4686,590,5
2916,6510,5
13037,9969,5
1110,9276,5
13364,407,1
6144,22554,5
1080,11796,3
13854,29426,2
9698,39697,1
4716,14720,4
11221,7567,3
4765,24043,4
10225,18324,4
12814,10284,5
6619,37953,3
4990,9344,5
7118,29135,4
902,4828,4
4619,25884,5
5408,13599,3
852,28808,3
10493,14537,5
1056,36344,4
2513,36967,2
5339,39888,3
2940,9674,2
5411,16245,5
517,23100,2
4361,40318,5
2805,10590,2
2636,39532,4
3259,27543,2
3312,28431,2
702,4553,5
9512,41990,3
12829,3723,3
13807,40032,4
5149,43857,1
9265,32248,3
7796,17601,4
2292,14192,3
1067,27387,2
5729,13705,4
2218,25175,1
13936,14587,1
9127,1815,2
1201,16509,5
3026,12318,1
3066,34786,5
7510,35184,1
1704,718,2
9303,28142,2
12988,6783,1
1143,25934,3
8402,26672,2
10088,10339,3
13929,6549,5
11237,31223,1
13192,25554,3
5545,25360,1
5969,8379,2
6894,13676,3
8717,41199,2
170,32444,5
5972,39554,2
5017,4687,4
2154,16525,3
111,16849,4
11315,25096,5
184,37584,4
2938,29302,5
12458,15973,2
1189,38893,4
3290,34173,5
7035,20675,4
12300,24339,5
4808,3093,5
10361,23863,4
8571,13972,1
5028,4927,4
4064,35734,2
7203,41910,4
139,34579,2
11785,41790,5
2676,692,4
13773,932,1
8005,31731,3
13956,31302,4
6477,36175,1
8434,17696,4
3216,18258,5
9202,23166,3
3843,33046,2
1954,30498,5
6024,39561,2
10469,4676,3
8776,43486,3
10775,10069,5
2557,26207,5
382,22338,3
2002,1162,2
6432,35132,1
6078,16528,5
1021,3179,1
10338,24882,4
2749,11985,1
12329,17756,1
4749,28636,5
6856,23239,2
9418,10771,2
4137,41778,3
7593,39405,3
106,2538,3
2324,3010,1
13038,14210,4
2172,13908,4
13502,4874,4
392,41805,1
9684,41514,5
1364,32464,5
7796,20948,2
10697,29979,1
12718,43170,2
11959,5544,1
4778,25098,1
3904,22192,4
7301,21058,1
13841,15996,4
11766,13211,2
9981,5198,2
7547,41487,4
10947,31900,4
2267,16664,5
4072,19054,5
7920,3982,2
5342,10554,4
13556,6136,4
9995,13732,5
13762,2777,1
11275,28836,4
757,8045,3
9710,5061,4
10995,5582,4
9198,7149,5
11759,25257,4
704,40709,5
3961,16756,3
2348,37711,3
959,34037,3
9071,20956,3
5324,16310,5
6489,43299,5
420,9727,1
7869,20246,2
5027,37372,3
9557,25217,4
12990,7755,3
2670,39523,4
1676,34755,1
4061,26682,5
8415,38737,2
12283,7494,5
5326,2995,1
11043,5595,4
7466,18029,4
3239,13991,4
337,20470,3
7364,7131,5
8457,41613,5
6426,17884,4
2253,42933,5
12212,10451,4
11558,40746,2
3918,23155,2
1018,13332,3
2894,39347,4
5421,12255,3
11000,15883,2
12809,42432,4
4932,24490,4
5791,13544,3
4052,18351,3
6597,42905,4
7928,1894,4
8201,11827,5
5635,33368,1
9579,8793,5
4308,36406,1
10450,15990,4
9385,38368,1
8652,13946,3
11706,30134,1
7477,27053,2
7802,17131,1
4728,17305,5
13873,7009,4
11116,36387,4
367,13008,4
3259,21165,1
1041,14694,2
601,30255,5
6814,41204,2
12804,11351,1
7752,36359,1
12080,31729,1
12712,17849,5
11664,13030,3
13202,35329,4
1306,9122,4
9199,17028,3
8788,8922,4
7775,10311,2
12839,30909,3
12123,17304,3
2434,8948,3
6025,38171,1
5370,508,5
10862,11619,3
7449,44063,4
4611,13841,2
8206,15849,4
7932,34070,3
5280,6412,4
13936,693,5
8543,43391,2
10168,35415,2
12107,6534,4
10022,11928,3
9411,12178,5
13948,40697,2
2175,6090,5
9834,7798,3
3589,33673,5
9130,42743,5
1279,34494,5
8557,22196,5
266,24850,3
9445,26348,5
9496,32699,2
4770,41851,2
11554,29794,5
6198,17858,4
12765,18566,2
3191,27833,5
9877,38651,4
8551,41914,5
12020,6560,5
2869,30917,2
3219,41440,3
1448,12071,2
3949,40903,5
2265,26479,3
13745,35164,5
8321,11782,4
2765,36134,5
11505,19523,2
8626,37039,4
10001,29123,5
13542,11280,5
11553,6478,5
1111,6471,2
3591,34582,1
9738,30721,2
9801,9838,1
4151,33074,4
11823,26300,2
9804,30064,1
8706,2937,3
12516,14319,5
9737,27673,2
3356,27282,3
11802,38329,4
2321,1080,3
4301,30952,4
5184,2032,3
11256,41864,5
3435,40645,1
12530,1142,2
8653,19282,2
4136,34807,5
4365,42815,4
589,39885,2
11469,34553,3
5361,28707,5
6776,39662,5
9738,9944,1
13087,21043,3
10160,20919,4
6074,42940,3
1407,2963,4
3033,5297,5
5825,13922,3
1286,19024,5
1461,41980,4
12366,20924,5
11916,2888,4
9749,36855,5
2936,28757,1
3655,10305,3
12446,31659,3
5109,1376,5
585,3730,1
2035,31335,3
5003,35756,2
3254,32627,3
776,21639,2
13838,18772,3
2788,42331,1
4435,34925,1
8061,2581,2
12678,2160,5
11535,14679,4
11759,8220,1
2080,30233,2
9808,8489,3
2391,39933,5
9385,18062,2
13574,5623,5
1473,17633,3
12528,42225,4
7131,39256,5
1153,22500,1
2571,4604,3
3648,12633,2
315,4819,1
4718,7350,3
11175,42625,2
12273,37345,2
1966,24300,2
8631,16253,5
7908,34837,2
7332,14176,1
6286,17899,2
1128,43001,4
8560,21436,4
4571,30025,4
12573,1192,1
10955,6298,4
11567,8335,3
6103,7988,5
3427,788,2
717,20226,5
2667,39684,2
7883,15690,5
5309,37481,3
13372,38499,5
11867,23850,5
9474,12941,4
643,29770,4
12374,24649,4
293,27778,4
885,42599,5
1269,179,5
4181,17119,1
893,7602,4
2890,31927,1
4683,7298,1
3179,30330,4
1224,28023,3
11032,29266,3
3028,15188,5
5169,26427,4
1585,894,1
2466,1516,3
6421,14606,1
5681,35686,4
7781,31187,1
1262,21494,3
3750,36562,4
6833,1578,1
12061,41933,3
10880,6692,1
12900,17298,5
3292,1463,1
10665,15475,2
9594,13387,5
6316,23475,2
782,21046,3
13734,22707,4
3278,32480,3
13733,15241,5
4063,2717,4
11393,20214,5
710,464,4
3253,20009,3
5033,38186,5
8976,5604,5
6215,16767,1
12097,11696,5
9870,14560,3
466,38334,3
8402,40206,5
1435,29087,1
3034,38738,2
4908,5455,3
6509,37426,4
10581,24328,3
4892,21453,1
8128,33752,5
10238,25856,4
13135,23309,1
8832,36943,4
10668,25465,5
7360,42066,5
4093,3776,5
9207,21030,3
13763,15961,5
4530,15805,5
1140,14627,5
8046,6450,2
3294,39537,3
7535,41402,2
691,6055,2
9148,10833,1
6563,23621,4
1646,27813,1
6947,1450,1
6048,24427,4
7604,31552,2
9749,9638,3
3020,9825,2
10661,23489,1
607,216,4
11618,10365,2
7545,34475,3
1662,10401,4
10440,33897,4
7962,28230,2
5813,6002,2
4662,9272,1
11798,13330,5
6351,229,3
389,37053,2
13359,23186,3
2904,37730,2
3874,42819,2
8037,29992,2
287,39406,1
8338,31602,3
1915,35290,1
5977,34636,2
7697,32440,3
11556,19584,4
6198,12198,1
335,4632,3
5172,32575,1
9237,7996,3
12956,22814,5
3700,12747,4
2268,28061,3
6663,35370,2
6175,13855,2
3925,41082,1
1412,27095,1
1325,17518,3
2005,24467,1
8202,26082,3
11472,18301,1
13202,35526,5
6559,16563,1
6457,42512,4
155,9270,2
2990,15324,1
11970,38592,3
12247,11963,4
3493,2156,2
7052,9197,4
5420,13328,3
2,41994,2
8411,14821,4
1956,5270,1
9508,30931,2
996,14381,1
5493,5530,5
12773,36687,4
121,6938,1
7213,10861,3
12567,35909,5
1685,14202,1
5038,8998,5
3320,35229,2
2823,23111,3
7576,26656,2
3209,26503,1
3739,17588,2
2725,35930,2
8956,30436,5
6364,7100,1
11455,10314,3
13597,20463,2
4246,41680,1
6270,12862,3
378,5841,3
4688,21119,4
6352,7367,5
3767,7383,4
10781,993,3
2216,27161,5
2318,20907,5
3332,4137,5
438,32168,1
4918,4921,2
5566,17273,4
9628,39896,1
2978,15697,1
4307,23346,2
1833,1365,5
13077,17309,2
8139,35090,2
590,2149,5
13488,1553,1
3180,32925,4
7600,39931,4
7638,8056,3
11563,32923,4
1091,26871,3
3000,14260,2
13111,42138,2
7948,12380,1
6576,38368,5
4463,30700,1
4367,27455,3
6089,23601,2
7106,20086,4
7150,29080,5
7060,14142,1
6799,15897,2
13524,18896,2
7462,3229,4
11492,38800,4
13742,27719,1
9644,19098,2
3287,17108,3
5650,68,5
12280,34306,4
11644,5681,4
4920,41516,1
3756,26328,2
11082,26906,5
7162,32560,4
10246,17986,2
1575,22615,5
6542,5500,2
1394,39470,3
13589,15628,2
9822,32356,3
2816,11820,5
8524,21638,5
5406,3090,4
4370,30430,5
3217,40936,3
1892,34900,3
6595,17200,3
11427,39435,3
12760,535,5
3459,36111,3
6180,37269,5
9175,27915,2
566,19325,3
4821,24055,2
3818,364,2
3335,6666,2
2031,25539,3
3935,39692,4
11272,30826,5
12596,40057,4
11184,2245,3
736,3084,1
8616,33542,5
10641,27519,4
7079,29698,2
1769,10876,5
834,1546,5
10546,9328,4
6715,41834,4
10587,13750,2
7219,9046,5
2378,9522,4
7093,28807,1
13962,12374,4
6056,15735,2
7652,18065,3
8528,9112,3
8179,21752,5
6295,30078,1
13424,24504,4
5015,756,4
6030,42282,3
5800,17401,4
12152,24601,3
2933,33506,1
8466,41303,5
6013,2624,1
13619,22786,2
7167,23778,4
3969,20915,2
7259,37266,5
1660,32428,5
8629,41396,1
233,15578,4
13567,33711,5
12166,16196,2
11249,39122,5
5052,32019,2
9589,22224,1
10474,21272,2
4247,30832,5
11768,21918,5
9649,2664,3
9560,3327,4
11232,27595,4
4858,23122,5
11316,11212,2
5187,6023,2
3254,13516,4
8615,43791,5
9707,5637,3
11688,2893,1
5907,31086,2
749,17144,4
12798,11619,4
1971,27201,4
6249,40556,2
11291,20901,5
6067,23024,5
6475,17393,3
9797,26536,5
4853,35451,5
8541,4712,5
13256,32153,4
8170,30298,5
8542,1008,1
10042,40457,4
4003,27574,4
12052,4380,3
8483,27106,2
1963,31335,2
1483,2638,3
9352,41382,4
1299,16929,1
1318,19557,3
11944,39289,5
8507,3667,3
2664,5516,4
4080,40936,4
7543,19404,2
9730,27587,1
667,42293,2
7177,36771,1
12373,8418,1
2092,8964,5
7517,37293,2
13613,27676,2
3502,6732,4
7429,2912,2
8047,18800,3
5046,40867,2
8197,5566,4
8719,836,2
11919,37336,3
6712,35920,1
11725,5581,3
7714,15824,4
3586,707,1
7092,38002,1
9040,38524,1
8874,17719,5
1942,39620,4
7960,12119,5
11442,43159,4
259,39829,1
3152,26661,5
497,8606,5
6444,27044,4
13874,15156,3
459,23852,1
6666,14018,5
4245,19424,2
13703,28903,5
12248,13834,3
1562,13440,3
7667,17265,5
13436,40661,1
1263,35898,1
3740,35295,4
3611,19752,3
13981,10387,4
5206,39521,5
3721,20401,4
5592,15980,2
6333,16646,1
5087,13383,2
10553,13845,4
4317,4176,4
5106,10726,1
8442,31352,5
9503,17795,2
4467,40163,1
646,25753,5
1092,14391,4
12224,24503,3
8659,31693,1
2343,17233,5
13728,10515,3
8790,8071,2
409,15124,1
9327,37147,2
669,31332,3
9839,31557,2
5587,8950,3
8229,5671,4
6662,12717,4
6212,7838,4
2870,41267,5
10248,21561,3
9066,8721,3
11969,21783,1
4831,19791,4
11623,42908,4
2139,36161,5
10767,14445,1
1640,1071,3
1945,2940,2
10190,16302,3
5946,16379,1
1083,29778,4
9894,27446,2
5122,15868,3
6749,35209,3
6951,31214,3
2689,38286,4
10492,9220,4
13342,14745,4
7466,18626,3
2860,42134,4
13275,27302,4
7725,30937,1
9445,22201,4
6371,38508,2
11144,25958,4
5098,31170,2
6701,29662,4
2159,38084,1
1597,6131,4
2137,4599,2
804,28717,2
3345,8062,2
2698,17486,2
11715,8178,3
6753,18646,2
11921,13891,5
2474,9485,2
11362,40167,1
5266,26570,1
13099,43731,5
10870,3558,4
246,955,3
4449,23545,5
9478,33456,3
9789,3128,4
12855,11560,5
3490,25390,5
13049,38673,4
10054,33123,1
2119,35586,1
12562,41026,4
13754,12459,3
10808,2582,3
2581,8419,4
12824,18828,5
11973,11815,5
10119,43701,5
7530,1549,2
6591,3408,5
5761,37123,5
8809,10110,5
10216,36714,4
10496,7747,3
5029,37954,1
10781,43540,1
2880,22450,1
6634,43334,5
4085,19074,4
7863,19791,4
4027,26184,5
8335,38177,2
7501,26757,2
5380,9590,5
7740,29151,2
4872,15995,4
8368,24663,1
10350,17206,3
7872,28316,2
10684,18317,1
3630,30523,5
3541,13404,5
2885,19092,5
4028,3386,5
9869,33333,3
10884,35269,4
445,18313,5
12564,37501,2
2321,23591,4
7265,13304,5
2514,6241,2
5417,11233,5
7813,17510,2
8733,35427,3
11005,35713,1
7305,8788,3
11037,17459,2
4400,29164,5
3102,33738,5
2919,1212,5
3280,31820,4
596,26709,1
3661,15174,1
481,33738,5
9292,5821,5
3147,23782,4
9894,15621,3
6894,9473,5
8545,25524,5
9174,8400,3
243,16822,3
3844,11354,2
12188,24571,1
4646,2824,1
8486,12659,5
9758,28920,4
2406,39994,2
13655,38554,2
4692,24144,4
7627,41509,1
3910,31837,4
6670,4774,5
10559,21577,1
10845,37467,5
3768,17949,3
1935,38827,4
11578,727,5
11747,6698,2
13058,1082,2
3065,42113,2
11784,17332,1
10004,13437,3
8923,33333,2
9112,13394,2
2346,33573,4
4726,9584,4
6815,12225,1
7001,38785,5
13010,13037,1
8033,4142,3
5430,5078,4
10123,40858,5
10783,5578,3
1654,39452,4
12358,34832,3
2095,30963,1
4160,27329,2
12497,17707,5
2536,17483,2
9792,9319,1
11336,43186,3
13445,28931,4
2191,11802,1
6083,16560,2
13383,22399,4
12658,10738,5
8962,5148,5
3167,19644,3
5326,40734,4
2135,1753,2
2737,1601,5
4497,20184,3
1227,38260,5
13762,38564,4
10626,10932,5
7728,37778,2
1139,35200,4
1677,14375,5
5012,8794,5
13167,29884,3
5287,39391,1
195,22260,3
8127,21603,2
11205,6074,3
11655,40165,2
7918,20620,5
5605,24846,4
10366,3146,3
13475,13101,2
3815,4068,4
9968,30729,1
9339,40050,1
6628,14671,5
10416,38329,1
7434,720,3
9580,26499,3
4252,34918,5
13256,14034,2
9842,23098,1
7236,15044,1
9402,37384,4
9213,37421,1
10568,9248,1
4769,34930,4
9339,31363,2
2839,12062,1
6136,12674,3
12812,21060,1
12049,17549,4
2817,10551,1
1563,24310,1
8458,6720,4
12429,28802,2
8107,18030,5
8344,768,3
3549,42969,2
11429,18175,3
4587,42499,2
407,6270,5
5412,17195,4
6936,43724,1
9794,10763,2
7224,41557,4
12660,40635,2
585,37756,2
5015,35695,1
7377,15636,1
9585,21253,3
6957,4424,3
6965,40928,2
6265,31827,2
6920,43421,4
4359,40737,3
12611,40545,2
4030,37388,5
10440,39644,5
11299,7857,2
12515,35791,5
11770,10913,3
6079,1771,2
10064,12405,2
3310,39463,1
3832,26288,1
847,43430,2
1487,6790,2
772,106,2
2041,5545,4
7080,34551,5
3352,6214,2
4101,9868,3
4076,9494,3
5877,29800,2
695,22761,2
1619,26121,4
9184,39833,5
8512,13363,2
5248,4899,3
10966,7611,1
5617,2371,2
4805,329,4
5674,20613,3
6889,32889,4
1059,20609,3
3770,18461,2
5738,11561,2
1411,32464,3
9716,33124,3
9813,29,3
1108,43663,4
12733,2025,3
5934,13504,3
9056,29506,3
7494,7962,5
9505,12032,1
1555,15683,2
12272,43814,5
13143,29505,5
12580,3072,4
8642,1041,3
13062,35322,4
13281,16460,4
5152,18734,5
487,17493,3
5283,41571,3
13391,37826,1
6661,36446,5
6458,8124,3
13749,29826,1
12921,2787,2
965,36965,5
9699,35508,5
435,29716,5
4228,17044,2
9847,3458,1
3070,9242,1
8279,21827,1
913,4869,5
12266,24112,1
11964,30981,2
8052,42189,1
6925,13238,3
2963,10708,5
3638,39112,2
306,39796,4
6955,8170,1
9228,14592,4
743,37864,2
6709,10930,5
11034,14843,2
1645,8996,1
7587,15568,1
3496,23832,2
5519,20626,4
3256,20540,3
9310,39386,2
5755,11927,5
13485,25009,1
1271,24341,1
10391,27627,1
2328,4701,4
6001,7861,5
2608,7831,1
8005,15848,2
1191,9121,5
10260,14353,3
11065,28998,3
7894,8805,2
690,29593,4
9128,20824,5
953,5520,2
8731,42749,1
12974,33799,3
13400,10256,4
2945,28401,5
12048,40875,4
7246,10001,1
4150,38171,4
9376,34441,4
4627,4925,3
10290,6086,1
7829,4865,5
1316,35629,2
11277,10703,5
9431,31226,2
7805,23867,5
2760,42720,1
11778,3514,5
5917,14838,3
2167,31008,4
8624,27685,2
8423,22755,4
13588,5994,3
5116,42943,3
3965,9191,4
5180,12887,3
9923,35279,5
1744,20075,2
3530,35970,4
12653,29060,2
3332,32827,2
11217,21323,4
9814,14018,3
12006,9629,3
11587,36114,2
4076,39030,2
9191,19939,3
10013,27500,4
12193,41895,4
8361,295,1
8307,32650,3
9325,38099,5
3866,8564,4
7742,17559,5
9379,42244,4
9132,26568,1
4561,21923,5
13043,23496,3
2895,20992,1
10889,40031,2
1636,2766,3
4586,29284,4
5451,34626,2
1517,24983,5
1967,38368,4
4844,39340,1
9726,44014,3
11184,11096,5
4054,26470,2
7942,9167,3
3380,35864,1
2416,556,4
5527,1387,4
11334,10620,5
10217,7638,2
13057,26740,5
13448,10619,2
7468,35282,4
2422,32392,2
2260,39221,4
7737,14436,5
1087,38193,2
4476,31048,2
5655,40229,2
3173,2984,4
6149,31934,4
11869,9678,5
4676,11908,2
2096,22937,4
1315,29507,4
12093,12538,4
9905,9456,4
8169,9064,3
11109,34493,2
6088,37267,2
2663,42099,2
9351,37680,5
328,33561,4
3205,41295,3
5288,1215,4
7409,32981,3
12365,37793,2
10673,22302,3
6083,13778,3
5646,29442,4
12180,3846,3
473,3294,2
4903,16609,2
832,16620,5
1983,29295,4
5341,40040,5
12273,19936,3
6495,23028,1
8796,1824,5
13167,11134,1
7872,39288,3
1872,24015,5
13716,18162,1
7585,41662,2
2817,4657,5
1337,41308,2
12222,7247,4
2013,3233,4
9684,10973,1
1919,10684,1
4155,33173,2
5411,11018,3
11479,30349,1
9586,13113,2
1063,369,1
1564,37494,4
3717,10293,2
4246,36982,4
7515,41758,4
11137,19277,4
5629,26470,3
2997,32564,5
9129,15800,1
3736,21597,3
13509,8588,3
4757,37095,2
10908,20720,2
10566,25033,1
12736,41965,5
12821,15652,1
2806,6274,5
10749,25693,2
12666,26556,3
1773,41183,1
11634,14693,1
13429,28616,3
8951,17741,5
10955,17439,5
762,3371,1
1489,20455,3
12444,25709,5
3285,8790,1
1170,35419,1
2479,15564,3
6990,23959,4
5576,23933,1
5790,43643,5
1326,15891,5
3003,4713,4
9912,19900,4
4693,22607,1
10245,20394,4
11461,8594,2
8522,28075,4
11521,26854,1
1436,41170,1
13276,22943,3
488,41804,5
8890,33350,3
10226,133,1
1070,40374,3
2930,2739,5
6928,8354,3
2004,25704,1
12157,9851,4
5248,10482,2
3156,6462,1
11035,11259,4
9728,40049,4
4318,43884,1
9113,15188,2
10379,19564,3
4633,18609,4
1821,26583,2
8553,17222,3
4679,17071,2
13378,41832,4
4742,42771,3
10928,10421,3
3486,28755,2
2834,13232,3
9605,42496,1
10730,9965,2
13221,17262,1
12431,11940,5
387,9844,1
2781,33002,1
10939,14430,1
1061,22539,1
1858,3292,1
10987,34327,3
6216,37208,1
9706,5410,3
12029,29824,5
9856,10087,4
10153,16413,2
9307,10256,5
7043,15765,4
5850,36371,5
6467,39874,1
3676,16957,2
12375,33383,3
420,15723,5
453,36546,3
10658,34490,1
3991,39710,1
13559,38015,1
10961,20230,2
186,43877,4
8223,32451,2
8263,6862,3
13845,16989,4
7235,7066,5
6895,33366,5
7415,5623,5
12130,34468,4
5875,13797,1
760,32695,4
10495,14606,4
8435,33838,4
4603,34524,3
11831,10515,1
7328,1103,4
3368,38550,1
7353,43149,1
13112,41549,3
12759,42368,3
4941,26206,3
13966,21183,4
13562,16044,5
3081,401,1
3507,16441,4
4638,37067,1
5847,21218,2
1448,26987,4
6692,14692,4
10889,2935,3
1304,26873,5
899,41094,1
10724,37910,1
3766,28313,5
7096,18483,5
5156,13027,2
3359,5436,4
10264,2764,3
5506,1588,1
5355,11689,2
12566,5784,1
10462,38175,5
12359,12042,4
2528,36070,3
13193,11587,3
13010,25180,2
13828,9778,2
6309,21391,2
12976,9588,1
8886,41474,4
9353,7834,2
9375,12578,1
2609,36738,5
7835,4567,5
12470,31116,4
11440,34078,1
12150,38158,4
11811,11979,4
8597,17616,5
2806,39350,2
13088,30032,1
11855,33715,3
1929,34333,5
5039,13878,2
10234,34077,3
4906,22959,2
4028,15776,2
1534,22554,3
4575,56,5
6872,32874,2
764,12664,4
2233,11657,2
204,3633,1
6823,38453,3
6594,16941,4
13287,32873,2
11050,17258,3
3333,30409,3
13020,6383,5
878,21377,3
581,23763,5
3291,42321,2
2356,10814,5
8667,28226,4
6938,1106,3
10839,43210,4
12419,35460,5
11959,34765,2
11099,6850,1
12979,18825,4
535,5957,1
9816,11158,1
11573,5191,4
3357,7037,1
4415,22323,4
4772,7973,2
4359,35902,5
1560,20494,4
5634,9736,2
9858,7728,5
13434,27600,3
4616,33893,5
13232,38410,2
1797,18386,1
3973,23617,4
11496,15703,1
12928,39292,1
2496,26941,2
12052,10068,1
12715,13825,5
12974,33308,5
13001,16017,1
12154,37856,3
13901,12810,5
13099,6459,2
2851,6854,1
12329,17353,2
11651,3204,4
5268,17274,1
11745,30985,4
11816,802,3
3444,9970,2
444,32450,2
11246,28364,1
10067,33352,2
6123,24079,5
7178,14856,2
13731,19570,3
8585,19732,4
883,16185,2
2984,9570,2
10236,19657,3
12029,42538,4
7707,32070,4
6840,13935,1
2417,43517,3
1956,23005,3
4142,40089,3
5342,34503,2
4758,38678,1
12913,22687,2
7688,40932,5
2286,32329,4
9899,23971,1
9259,19231,5
2558,27106,3
4487,13542,2
3322,22949,1
10015,2025,2
2581,1156,3
4572,18570,3
2412,36390,4
2606,24227,2
9641,7849,3
5499,30959,2
11389,26426,2
12568,27776,2
9724,27929,5
8305,2760,4
5350,3,3
1354,40959,1
4418,15249,3
2663,15038,5
7939,22496,3
9586,9269,3
9234,6792,4
12025,28584,4
12942,9968,3
10547,8628,4
6746,23179,5
6619,35913,4
13482,32585,5
9102,8960,2
11972,41066,5
6789,15836,2
3441,30808,3
7119,11341,2
10874,33013,2
3944,9598,5
7832,41102,5
5582,7311,1
3055,10392,5
11292,13051,2
11055,13536,3
10598,5123,5
5482,31760,3
5203,34879,3
655,1313,3
11690,22031,2
5469,2652,1
2972,21967,4
840,8750,1
13652,17324,3
6395,34494,1
9874,12214,1
11424,41622,4
127,32584,1
6080,3415,5
3221,12121,5
11675,22287,1
2804,21606,4
10032,6723,2
4239,38375,1
825,15929,3
1743,20613,3
12758,43357,3
2253,15223,4
3324,30629,3
12711,4137,2
2784,23575,3
10803,11664,1
107,11163,3
8094,7220,1
3716,24257,2
5405,11315,1
747,16183,5
3885,15660,4
4607,28068,3
11998,3689,2
1474,37012,1
9675,22892,3
7914,38380,5
13981,20308,1
8554,5913,3
5534,28798,2
1820,15871,1
7617,13664,1
9567,28953,3
10150,29509,5
8903,24723,1
4820,20062,2
6382,1410,1
1816,15705,2
3085,1196,5
11510,39535,3
12454,32162,2
1401,43082,3
591,13276,4
1004,373,2
6331,34113,4
2526,21055,1
10680,31959,4
4909,33788,2
1498,17811,5
10934,11,3
9325,40233,3
3098,29257,4
7290,13663,4
1884,19421,2
7693,37607,1
3748,37068,5
1068,39852,2
11412,21535,2
199,40202,2
3662,20733,4
1276,37413,3
5968,4395,5
6034,12389,4
1869,14729,2
8378,16151,5
12699,3240,4
4148,30616,3
4632,22746,1
13934,24854,1
12951,5106,3
2608,2802,2
7076,8222,2
7531,21178,3
11137,24545,5
12733,180,2
13886,17571,5
447,21587,1
4602,37599,5
212,16866,3
8393,4478,4
10919,23397,4
960,11174,2
5424,33372,5
11349,4019,1
2110,42619,5
12054,3771,4
1974,38141,5
10633,25676,3
9073,149,3
10456,7379,2
3851,9372,2
12874,31076,2
9211,9796,4
3147,38461,3
4898,11673,3
3277,11010,1
3255,29382,2
8998,2587,1
7408,18102,1
5403,7408,3
3669,22212,1
8081,24847,2
12950,15322,2
5828,4894,5
981,21703,3
4477,1786,2
13429,16680,1
4985,33093,1
3213,761,5
1001,5500,5
7864,19798,4
13627,16106,4
9356,15864,2
10542,30625,5
11973,12412,2
5543,19643,4
2202,7929,3
3028,25018,1
5101,13314,4
720,28440,3
13380,10974,3
6405,35775,2
1183,22392,4
9467,24313,1
10188,30678,3
13480,8379,1
3842,13880,2
8526,18965,5
7527,24715,3
12452,4726,5
10036,32543,5
7097,25458,4
12707,37306,4
2430,37090,2
654,714,2
4083,32141,1
8863,32545,1
12792,41421,3
9727,34601,1
7695,5168,1
4246,6412,5
1846,26624,1
7711,257,2
6984,18067,4
2555,37298,2
12199,34744,1
9676,4516,5
12143,9777,4
5658,2964,2
6881,13867,1
13346,17361,2
11651,32814,2
11629,4513,3
341,8984,5
3870,2422,2
5940,38092,1
13788,30172,5
7868,28467,3
12596,2109,2
3709,25819,4
7052,11679,1
4427,12003,5
3995,15701,2
13486,29319,4
11321,6964,1
7933,12244,4
12308,1846,1
12875,42857,5
1673,17264,3
9859,31534,1
7809,12932,5
11256,20345,4
4337,20602,1
2827,35478,2
12886,18881,4
11785,26021,2
8175,23208,5
6699,25035,5
12846,33794,2
2780,9386,5
1943,43345,3
3836,17683,1
3121,39478,2
2715,35415,2
7440,35058,3
13949,9678,3
1535,766,5
13070,9342,4
10259,35435,3
6063,40410,3
3983,841,2
10941,5900,5
10569,9188,3
9474,38659,2
4406,41617,2
6178,12599,5
3114,26881,5
8241,42322,3
4114,19523,5
9935,14636,2
3234,14261,4
1169,42677,4
12973,15121,4
2081,43594,2
2271,18723,5
2328,27116,1
12001,40003,5
6705,43293,1
13823,13412,5
9275,10074,4
5996,38898,3
2559,43184,3
9781,25429,1
6901,43285,5
7433,42719,5
11640,5242,3
6532,4696,3
2683,14319,4
6689,26356,5
11860,3219,1
2932,39803,4
4334,20813,1
11204,34215,1
12031,11037,5
5885,36944,1
959,23245,4
8758,38986,1
1597,34179,3
10192,4002,1
3578,20947,5
9278,26509,1
3136,39160,5
7382,16451,5
8218,35519,5
10011,6807,4
869,15457,5
13519,22492,5
10790,4020,4
1024,19397,1
6359,29893,2
4824,11137,4
13445,31286,2
1279,22728,4
622,917,5
3669,36088,2
5301,19518,4
7304,37697,2
2983,2691,4
7377,691,2
11180,25826,1
5968,37272,1
992,17095,5
5873,15151,3
4607,16800,5
4357,27008,4
9382,25386,5
5735,39385,1
9568,37139,4
1851,35142,1
9178,36953,4
2492,12675,3
6064,29850,4
8222,41937,5
10827,633,1
10302,5592,3
13443,27207,1
1149,41341,4
3177,43352,1
4356,35158,2
5233,11220,1
11368,20048,4
6713,6781,3
8110,3131,4
191,35477,1
6247,5915,1
11274,20473,5
9318,24784,2
1241,13825,4
8213,10757,3
7854,7954,1
9119,14675,5
1254,387,2
7287,10746,5
10005,21160,3
3504,25746,5
1047,29456,1
12204,2485,1
3326,2598,3
4078,39453,4
751,30555,1
11627,26373,4
6407,40707,3
6271,29049,2
5654,36332,1
4679,37810,5
6277,40795,4
3339,27704,2
3724,2115,5
1772,35863,2
2379,37821,3
1684,25738,1
12142,22114,5
12699,20068,1
7463,1972,2
9790,40824,2
4313,14678,3
1963,18056,3
1823,7633,4
6498,15733,5
2237,9341,1
6105,33022,5
