voter_uid,reviewer_uid,mid,vote
4,1451,18059,0
261,1451,1595,1
1,1451,9730,1
5,1451,19641,1
3,1451,14326,1
10540,1452,12028,0
5003,1452,665,1
1,1452,8809,0
4,1453,5099,1
6883,1453,11444,0
5578,1453,3726,1
1,1453,3974,1
2,1453,12208,1
4,1454,11940,1
3,1454,303,1
6213,1454,2370,0
8354,1454,7327,0
2455,1454,7236,1
1,1454,3131,0
7879,1454,8745,0
12672,1455,4310,0
5,1455,4472,0
8044,1455,19871,1
1825,1455,4835,1
12479,1455,3767,0
4,1455,8469,0
12062,1455,15116,1
4294,1455,8095,1
2,1455,2764,0
6325,1457,16845,0
3,1457,4344,1
4,1458,3472,1
4586,1458,15716,0
12132,1458,16098,1
5,1458,16923,1
3674,1459,12967,1
5,1459,19727,0
3,1459,16829,1
3,1459,16755,1
7170,1459,19981,1
9203,1459,7231,0
760,1460,11134,1
2478,1460,9250,0
1,1460,9404,1
2,1460,1575,1
10897,1461,14982,1
1,1461,2382,1
11518,1461,1037,1
1,1461,2879,0
9813,1461,7316,1
12525,1461,3566,0
10534,1462,2071,1
4,1462,13394,0
8254,1462,9713,0
10717,1462,9400,1
4,1462,17286,1
1,1462,12381,0
1,1462,1521,1
5,1462,17897,0
4,1463,13372,1
3,1463,15725,0
10258,1463,1951,1
3,1464,8316,0
9224,1465,1406,1
8565,1465,7675,0
8174,1465,4098,1
11109,1466,7751,0
4,1466,15952,1
2,1466,19325,1
4974,1466,13829,1
5,1466,10393,1
3273,1467,13854,0
1,1467,19477,0
4,1467,11956,1
6253,1467,1160,1
1,1467,12430,1
1,1467,2157,0
4,1467,9214,1
3,1468,15732,1
9633,1468,11960,1
3,1468,6846,0
11182,1468,11004,0
4942,1468,10592,1
9023,1469,11177,1
2,1469,8486,1
5,1469,11079,1
9415,1469,2760,1
10671,1469,15955,1
6765,1469,10172,0
10374,1469,11266,0
3,1470,12451,0
2253,1470,2841,0
1979,1471,15440,1
3,1471,597,1
5,1471,10143,0
3109,1471,9318,0
3,1472,6441,0
884,1472,10273,0
1,1473,4704,1
13638,1473,16139,1
5,1473,1704,1
3738,1473,17823,0
703,1474,3819,1
5120,1474,2537,0
8516,1474,9057,1
8995,1474,5695,1
1901,1474,11191,1
3,1474,7716,0
2338,1475,4288,0
10771,1475,3260,1
3,1475,9749,0
4432,1475,2218,1
3,1475,9693,0
5,1475,772,0
5,1475,8937,1
3700,1475,16610,1
628,1476,14677,0
6830,1476,11600,1
2,1476,4760,1
4,1476,12829,1
6805,1476,16118,1
2,1476,9300,1
5155,1477,6372,1
4,1478,14642,1
2658,1478,19481,1
1,1478,3723,1
5,1479,8638,0
4,1479,391,1
7963,1479,9663,1
4,1479,8112,0
2,1479,12749,1
5,1480,16815,1
4,1480,9639,0
3,1480,13596,1
1,1481,19591,1
5,1481,11752,1
8140,1481,14631,0
5,1481,6646,1
4,1481,15167,0
1392,1482,8740,1
1,1482,740,0
5,1482,16880,0
4,1482,2075,1
9684,1482,9620,1
1,1482,10810,1
4,1482,6460,0
2,1483,16555,0
1,1483,19112,0
1,1483,16673,1
7132,1483,116,1
675,1483,2346,1
9853,1483,12923,1
9575,1483,18601,1
9734,1483,5624,0
8542,1483,2651,0
11222,1485,17173,1
11315,1485,1252,0
3,1486,13536,1
5165,1486,16025,0
1,1486,15305,1
4,1486,18239,0
3,1487,7789,1
4699,1487,12513,0
1457,1487,1411,1
5,1487,15746,1
1,1487,18139,0
11752,1487,10079,0
6586,1488,16857,0
4163,1488,16383,1
8064,1488,4049,1
10145,1488,4135,0
3627,1489,17008,1
2,1489,6654,1
11896,1489,18725,1
7818,1489,8029,1
12413,1489,3014,0
1,1489,18924,0
4520,1490,1869,1
5,1490,13105,0
12001,1490,14037,1
6305,1490,14783,1
5,1490,9222,1
3,1490,6288,0
10929,1490,18352,0
5,1490,6323,0
12152,1491,4574,1
4,1491,2430,0
6993,1491,10965,0
12429,1492,16902,1
4,1493,18965,0
12857,1493,7372,1
2,1493,3091,0
1443,1494,12303,1
5,1494,10559,1
4319,1494,5360,0
1795,1494,15861,1
2,1494,3290,1
2,1495,4964,0
3,1495,6610,1
2,1495,15025,0
4,1495,698,1
12659,1495,266,1
6936,1495,7198,1
4,1495,17035,0
3,1496,12205,0
5,1496,17815,1
5786,1496,1442,1
2,1496,15255,0
3,1496,10412,0
2043,1497,15861,0
10976,1497,17610,0
2,1497,6557,1
10923,1497,3199,0
3,1497,5091,1
5,1497,15509,0
3861,1497,10530,1
4425,1498,19566,0
1,1498,12227,1
513,1499,5518,1
11095,1499,1530,0
787,1499,16975,0
4,1499,3181,0
12700,1500,7752,1
4389,1500,1366,0
1,1501,11724,1
5,1501,14178,0
2,1501,13899,1
9963,1501,9601,0
2,1502,7065,0
3687,1502,2686,1
4,1502,14662,1
2613,1502,9453,1
6098,1502,15841,0
9755,1502,13678,0
4,1503,1563,0
13231,1503,13447,0
1,1503,5391,1
2,1503,6093,0
7894,1503,12505,1
3,1503,17051,1
125,1503,19159,0
3810,1503,4829,0
2,1504,19292,0
3,1504,6887,1
11297,1504,6462,1
3,1504,18025,0
10612,1504,19625,0
2,1504,2711,0
2,1505,7208,1
12600,1506,7010,1
13397,1506,1453,1
6261,1506,8301,0
1,1507,387,1
13284,1507,6528,1
2,1507,498,0
4,1507,7195,1
4746,1507,5483,1
1,1508,8129,0
5,1508,17152,0
10008,1508,10930,0
12442,1509,9547,1
1,1509,10294,0
3,1509,16716,0
4447,1509,16800,0
3,1509,535,0
1,1510,18201,0
4,1510,10456,0
1,1510,16012,1
2,1510,2590,0
6872,1510,4602,1
4,1510,13748,0
5000,1510,18935,1
9345,1511,17873,0
2375,1511,14790,1
1,1511,972,0
2,1511,17618,1
5473,1511,18408,1
1,1511,13485,0
3,1511,11288,0
9273,1511,11177,0
2,1511,2110,1
4,1513,16443,0
11319,1513,11801,1
1316,1514,9903,0
11649,1514,4841,0
2,1514,9585,1
1,1514,14051,0
5805,1515,8547,1
3,1515,15895,1
7398,1515,15673,1
12131,1515,7456,0
5,1515,8218,1
3,1515,3696,1
214,1516,6789,1
3561,1516,17094,0
2,1516,6821,1
2,1516,79,1
1,1517,18902,0
4765,1517,2167,1
10026,1517,19711,0
4,1517,11236,0
1397,1517,1238,1
8282,1517,6429,0
2786,1518,11760,0
2709,1518,1940,0
3684,1518,5093,1
2,1518,8866,0
3,1518,17271,1
4,1518,19965,0
13686,1518,8233,1
2,1518,19242,0
3,1519,16395,0
4,1519,3958,0
4,1519,11852,0
2,1520,15207,1
11868,1521,7302,0
5,1521,6742,1
1813,1521,1421,0
4,1522,8551,1
931,1522,12359,1
5,1522,2794,0
9769,1522,8376,0
269,1522,12832,0
4,1523,14742,1
4911,1523,213,0
1,1523,8301,1
3,1523,2802,0
11939,1523,9878,1
2,1523,399,1
4346,1523,14932,1
12327,1524,10634,1
1,1524,18337,0
6378,1524,2021,1
13355,1524,17745,1
1003,1524,6319,0
4,1525,986,1
10145,1525,5801,0
11410,1525,908,1
11837,1525,13229,1
3603,1525,13796,0
604,1525,13919,1
1129,1525,13352,1
13111,1526,17277,1
2,1526,9357,1
8270,1527,3690,0
2756,1527,8977,1
3,1527,11882,0
4,1527,13733,0
1636,1528,15419,1
3,1528,19960,1
2111,1529,12124,0
11176,1529,10531,1
5,1529,11610,0
7819,1529,12606,1
5,1530,1314,1
3517,1530,12867,1
3677,1530,18359,0
5301,1530,8140,1
5469,1530,18842,0
5,1530,11015,1
12178,1531,10631,0
2,1531,7781,1
2,1531,9740,1
12521,1531,18236,0
1,1531,13856,0
3,1531,19226,0
4,1531,19922,0
10079,1531,12647,1
2,1532,2122,1
10537,1532,18226,0
10684,1532,506,0
4,1532,6704,1
663,1532,9809,1
2,1532,2024,1
5,1533,10958,1
10562,1534,2857,0
1,1534,2509,0
2,1534,1300,0
5,1535,985,1
8497,1535,14946,0
5,1535,18569,0
2,1535,9515,1
4,1535,19685,1
13187,1536,5429,0
6937,1536,6911,0
5938,1536,7815,1
3,1537,7115,0
3,1537,16458,1
3,1537,8223,0
2716,1537,6792,0
1,1537,17249,0
4,1538,6541,0
5183,1538,8269,1
1537,1538,14425,1
4679,1538,1407,1
10055,1538,3634,0
1,1538,4365,0
9285,1538,1553,0
8246,1539,15574,1
4,1539,8653,0
4,1539,8733,1
868,1539,5773,1
1,1539,12365,0
2436,1539,2274,1
11669,1539,5229,1
936,1539,14590,0
1,1539,16532,0
1385,1541,18749,1
1,1541,1259,1
8583,1542,13801,0
1659,1542,17959,1
6918,1542,1236,0
4,1542,16835,1
563,1543,14692,0
4,1543,18888,1
5,1543,1394,1
4,1543,15344,1
6788,1543,8488,1
2,1543,14669,1
2460,1544,961,1
12982,1544,7805,0
1666,1544,16635,0
1703,1544,7444,1
2,1545,2903,1
2,1545,12758,1
8366,1545,4664,1
4,1545,1830,0
1331,1545,7544,1
8335,1545,2159,1
5976,1546,12428,1
6331,1546,8192,1
5,1546,10131,1
5,1546,19586,1
6750,1546,3599,0
9006,1546,6245,1
5,1546,5708,0
11537,1546,617,0
4,1547,4999,1
3,1547,19423,1
9032,1547,15711,0
5666,1548,13963,1
3,1549,19717,0
10148,1549,10108,0
9279,1549,13594,0
801,1550,3995,0
11313,1550,10947,0
5,1550,8884,1
2,1550,6012,1
11113,1550,350,1
2,1551,15754,0
12288,1551,7198,0
4,1551,15838,1
219,1551,17126,1
5,1551,2384,0
10689,1551,1221,0
5,1551,17502,0
3,1552,3508,0
4,1552,3308,1
2,1552,12889,1
9365,1552,9690,0
3,1552,644,1
2585,1553,10881,0
5566,1553,16077,1
5,1553,16886,0
11784,1553,16537,0
4,1553,8730,1
2,1553,10567,1
1244,1553,285,0
3,1554,557,0
652,1554,9188,0
4914,1555,19601,0
4,1555,2648,1
5,1555,1740,0
5,1555,4456,0
4,1556,19772,1
4,1556,8048,0
3,1557,2017,0
5823,1557,1369,1
8156,1557,2621,0
3,1557,12230,0
3,1558,1876,0
2,1558,4401,0
13363,1558,14211,1
11616,1558,2882,0
1,1558,11158,1
8834,1558,18245,0
1,1559,4430,1
2,1559,5094,0
4981,1559,7593,0
2,1559,7778,1
4167,1559,3327,1
3683,1559,12256,1
2,1559,12668,0
7143,1559,12590,0
5,1560,11282,0
1,1560,6856,1
7356,1560,374,1
2,1560,16749,1
2,1560,11206,0
2,1560,18759,1
8511,1561,12577,0
5,1562,16176,0
12107,1562,10010,0
4,1562,9195,1
635,1563,15181,1
5,1563,3284,1
3,1563,7693,1
4808,1563,6212,1
1,1563,18743,0
13442,1564,18820,0
2,1564,16236,0
11602,1564,8748,0
5637,1565,3346,0
13354,1565,15489,1
3,1565,118,0
5,1565,9331,0
2,1565,5500,0
4,1566,5375,0
1,1566,2762,0
3196,1566,7675,1
1,1566,12535,0
9747,1566,12315,0
4,1566,18901,0
4991,1566,13011,1
374,1567,2600,0
12042,1567,2054,1
3,1567,8794,1
5465,1567,4751,0
5,1567,6970,1
4,1567,4597,0
1224,1567,6595,0
2,1567,8825,1
4794,1567,694,0
1,1569,19664,1
3,1569,6691,1
8846,1570,13461,0
7037,1570,9871,0
4,1570,7554,0
4,1570,1350,1
4,1571,3358,1
1,1571,18813,1
7332,1571,2892,0
10429,1571,2619,0
4762,1571,15793,0
1635,1571,18241,0
3478,1572,405,0
5,1572,16790,1
5,1572,9146,0
2,1572,16464,0
12460,1573,586,0
13162,1573,18252,1
5,1573,9858,0
5,1573,3507,0
871,1573,15344,1
2,1573,10136,0
5,1574,14736,0
5,1574,775,1
1340,1574,19775,1
10092,1574,115,0
8477,1574,14403,0
10987,1574,3195,0
4,1574,7044,1
6282,1574,7908,0
3634,1575,8924,0
10852,1575,1433,0
2318,1575,2758,0
323,1576,15212,1
5291,1577,15282,1
2,1577,11592,0
3,1577,13205,0
6907,1578,211,0
5,1578,18527,0
10856,1578,13882,1
7502,1578,11118,1
4,1578,1591,0
3,1579,15781,1
3,1579,1988,0
4,1579,8268,0
1008,1579,17761,0
4199,1579,14503,1
4,1579,16908,1
1154,1579,5184,0
4,1580,5502,1
13478,1580,12763,1
10633,1580,10323,0
3,1580,8480,1
2,1580,5570,0
8441,1581,11023,1
2,1581,9042,0
4,1581,15485,0
4,1581,7317,0
2,1581,18115,1
1481,1581,14045,1
5,1581,10385,0
13441,1582,4012,1
11597,1582,8181,1
9295,1583,888,0
11868,1583,10523,1
3,1583,3750,1
3,1583,11549,1
1,1584,1667,1
1606,1584,6221,1
7515,1585,14341,1
3,1585,5533,1
1357,1585,7645,0
3,1585,8731,0
12909,1586,17811,0
4,1586,14890,0
1686,1586,15763,1
5,1586,10994,1
3,1586,14598,1
3938,1586,17141,0
5,1587,13478,0
3,1587,16090,1
1,1587,19719,0
1,1587,18398,0
3,1587,8239,1
1,1587,9990,0
660,1587,13659,1
4,1587,13869,0
9154,1588,10286,0
8063,1588,3482,1
7313,1588,17952,1
1,1588,956,0
2,1588,17743,1
5,1588,8263,1
3,1589,17153,0
3,1590,15956,1
5681,1590,8876,0
3,1590,17159,0
3315,1591,7096,1
12420,1591,5441,1
1,1591,7221,0
1,1591,2620,0
4,1591,16168,1
4,1592,6574,0
1,1592,4785,1
4092,1592,18915,1
3,1593,668,0
555,1593,16535,0
1,1593,18265,0
2,1593,8858,0
2,1593,19424,0
4,1594,12135,0
13069,1594,5424,0
11149,1594,18635,1
6818,1594,16545,1
1,1594,16019,0
10779,1594,7735,1
2783,1594,19573,1
2,1595,9668,1
7754,1595,15493,0
7261,1595,1125,0
1517,1595,1744,0
3265,1595,4466,1
4,1595,6565,0
12804,1595,18862,1
4505,1595,11048,1
5,1595,2085,0
4,1597,9453,1
10842,1597,14727,0
1,1598,5954,1
5,1598,14202,0
5,1598,6612,0
11781,1598,8278,1
8783,1599,525,1
2,1599,14278,0
854,1599,17549,1
2,1599,12452,0
251,1599,3405,0
115,1599,6129,0
1561,1600,14420,1
9353,1600,16249,0
11626,1600,4689,1
3,1600,18949,1
7045,1601,10469,1
10894,1601,18714,1
2,1601,11633,1
10868,1601,4462,1
8510,1601,15497,1
8223,1601,17377,0
2,1602,11896,0
2478,1602,3869,1
7687,1602,15482,1
5,1602,9967,0
960,1602,450,1
9221,1602,18273,1
4,1602,1285,1
4,1602,6639,0
2778,1603,5291,0
9657,1603,15538,0
13815,1603,5323,0
13213,1604,2309,0
8395,1605,3967,0
2,1605,3002,1
11375,1605,15104,1
3,1606,3655,0
2,1606,3834,1
5026,1606,5503,1
10782,1606,4363,0
10290,1606,4237,1
2491,1607,2021,1
4542,1607,7427,0
2546,1607,11442,0
141,1607,14137,0
3,1607,2633,0
8538,1607,4843,0
1,1607,17518,0
1,1608,6433,0
5438,1608,5931,0
9779,1608,14907,1
1,1608,17622,1
3,1608,2092,0
2,1609,16971,0
4,1609,7135,0
12599,1609,5360,0
12853,1609,17639,1
3328,1609,7481,1
3,1609,8346,1
2516,1609,15509,0
4,1610,18616,0
5,1610,1271,0
1,1611,11301,0
5,1611,3269,0
4637,1611,15599,1
1,1611,12245,0
9392,1612,17498,0
6599,1612,6331,0
5252,1613,16808,0
2,1613,14719,0
8037,1613,18506,1
1993,1613,10230,1
3,1614,16960,1
2113,1614,6548,1
5,1614,1287,1
2955,1614,19247,0
7568,1614,3530,1
5,1614,8404,0
4,1615,16053,1
3,1615,11715,0
4,1615,13327,0
7546,1615,11971,1
2848,1615,12142,0
5,1615,6435,1
2612,1615,3324,0
4102,1615,2174,1
2,1616,3093,1
11133,1616,18872,1
2058,1616,8935,0
478,1616,123,0
2,1616,14825,1
1,1616,15444,0
4,1617,10886,0
2,1618,2164,0
9298,1618,5454,0
4,1618,1565,1
5,1619,6468,1
7851,1619,3076,0
10772,1619,8996,1
2,1619,704,0
10266,1619,17804,0
1905,1620,11946,0
9434,1620,10149,0
1,1620,12298,1
1,1621,19247,1
5527,1621,12646,0
4393,1621,3439,0
3,1621,19280,1
4795,1621,3108,0
2478,1622,7459,0
5030,1622,9916,0
353,1622,12238,1
4,1622,4604,0
12378,1622,451,0
3,1622,17062,1
3,1622,7909,0
5,1623,16023,1
11053,1623,15765,1
1504,1623,13429,0
2,1623,12764,0
13412,1623,2211,1
1590,1623,5231,0
2,1623,8781,0
11039,1623,8240,0
8462,1623,9937,1
13861,1625,13687,0
2,1625,2567,1
5,1626,10110,1
7576,1626,10083,1
5,1626,13128,1
449,1626,1860,0
751,1627,7260,1
2518,1627,92,0
1,1627,1,0
4285,1627,3255,0
2,1627,8908,0
8476,1627,17300,0
11517,1628,4024,0
11735,1628,1536,0
883,1628,14032,1
5,1628,14137,0
421,1629,14641,1
5,1629,16132,0
5,1629,3771,1
7427,1629,5245,0
3,1629,5267,1
3919,1629,1594,0
6400,1630,3241,0
1564,1630,18791,0
11884,1630,6799,0
3,1630,16968,0
4449,1630,18100,0
2,1630,10964,1
3,1630,1338,1
3,1630,11134,1
1850,1631,9559,0
2,1631,12058,0
6573,1631,8712,1
2,1632,15556,1
1,1633,12230,1
3714,1633,13098,0
1112,1633,17044,0
1,1634,18086,1
11698,1634,3447,0
5217,1634,740,1
12068,1634,8520,1
9589,1634,5963,1
10154,1635,3711,0
4947,1635,7163,1
2,1635,3963,0
5523,1635,18799,0
3,1635,8971,0
1,1635,1610,1
464,1635,11007,1
12270,1636,14824,1
1,1636,19141,0
2,1636,700,0
1,1636,2519,0
3,1636,15412,1
5,1637,10729,1
3,1637,17926,0
12736,1637,451,0
3811,1637,6259,0
6915,1637,9416,0
3,1637,5025,0
2,1637,7968,1
1,1638,11706,1
4031,1638,3981,0
4,1639,18868,0
5,1639,18194,1
2078,1639,7170,1
13690,1639,15123,0
5,1640,13999,0
4683,1640,526,1
9331,1641,1051,1
5273,1641,12527,1
1,1641,10917,0
4,1641,15680,0
1,1642,9763,1
2944,1642,4547,0
1882,1642,18789,0
575,1642,2180,0
11479,1642,6585,1
4,1642,2184,1
2020,1643,18999,1
11594,1643,4850,1
5,1643,19157,1
8987,1643,16215,0
12887,1643,2528,0
12868,1643,11969,1
11535,1643,15681,0
7928,1643,6852,0
1271,1644,2520,0
2,1644,13458,1
9537,1644,19506,1
651,1644,16351,0
3596,1644,387,0
3030,1644,3847,0
7097,1645,1756,0
3,1646,19527,0
1808,1646,15289,1
2484,1646,16102,0
3,1647,18127,0
2,1647,4154,0
4830,1647,9550,0
2501,1647,1047,1
4390,1647,18559,0
5,1648,1628,1
8792,1648,1194,1
6726,1648,19552,1
6906,1649,6832,1
8452,1649,698,0
5,1649,788,1
2,1649,17142,1
5,1649,2935,0
9931,1650,16816,1
4953,1650,13148,1
2,1650,1437,0
9824,1650,7994,1
12980,1650,14441,1
8603,1650,4603,0
2,1650,14674,0
1,1651,13715,1
3,1651,11103,0
2944,1651,18871,1
3431,1651,167,1
10795,1651,7009,1
4,1651,18701,0
7159,1651,11765,0
4818,1651,5147,1
11705,1651,3308,1
1473,1653,5607,1
5972,1653,13543,0
10846,1654,15441,1
4,1654,19182,1
2,1654,16115,0
5,1654,1264,0
5857,1655,5506,1
12076,1655,9100,1
3,1655,1568,1
10808,1655,7023,0
6792,1655,7748,1
12123,1655,14008,1
2,1656,7135,1
1,1656,13063,0
4,1656,19147,0
2,1656,2086,0
4,1657,1777,1
5,1657,12010,1
1,1657,9431,1
2,1657,5844,0
5776,1657,1045,1
9089,1657,14835,0
9190,1658,1973,1
1,1658,18068,0
4,1658,2519,1
4000,1658,3075,1
12184,1658,4427,0
2,1658,9363,0
5466,1658,17900,1
10196,1658,16715,1
2,1659,10189,0
6794,1659,18558,0
1,1659,12109,1
1,1660,8847,1
11201,1661,14027,0
4,1661,18986,1
5638,1661,4935,1
4688,1662,14516,0
5,1662,4562,0
5,1662,28,1
3,1662,16945,1
11602,1662,12682,0
5,1663,212,1
1,1663,18906,1
2314,1663,6163,1
10499,1663,5793,1
2,1663,3037,0
1605,1663,7116,0
1,1663,7012,1
7663,1664,6630,0
10277,1664,4572,1
4,1664,9148,0
1,1664,5369,1
13662,1664,11259,1
13437,1665,340,0
13185,1665,942,0
4,1665,10996,0
4,1665,16898,1
3367,1665,10535,0
5271,1665,18749,1
8856,1665,871,1
2,1666,13470,1
3811,1666,2113,0
2220,1667,17020,1
4,1667,3495,0
4571,1667,5762,1
5,1667,1803,0
2732,1668,10132,1
10629,1668,15912,1
1246,1669,1690,0
10245,1669,8775,1
1745,1669,10416,1
6277,1669,14678,0
3,1670,19608,1
4597,1670,15400,1
8963,1670,8004,1
4,1670,17728,1
2,1670,6090,1
5,1670,12607,1
3,1671,3443,1
2,1671,15525,0
3889,1671,6507,0
4,1671,8497,0
5603,1671,8034,0
2,1671,18966,1
4814,1671,10347,1
2,1671,7777,1
13596,1672,11710,0
5,1672,7533,1
1509,1672,17951,1
2,1672,10242,0
11169,1672,5486,0
1,1672,7196,1
4,1673,8703,1
12190,1674,13943,1
3811,1674,3131,1
11332,1674,1671,0
4,1675,6968,0
6309,1675,14792,0
5,1675,14778,1
5,1675,14951,1
2,1675,18003,1
8273,1676,11268,1
3870,1676,14606,0
12997,1676,15262,0
1,1677,2717,0
7820,1677,7521,1
4,1677,6972,0
5,1677,808,1
2208,1677,14846,1
1,1678,3351,0
4635,1678,772,1
5073,1678,4053,0
5,1678,11475,0
13280,1678,11776,0
5977,1678,18685,1
2,1678,11625,0
11802,1679,342,0
4,1679,13038,0
3,1679,19856,1
5378,1679,371,0
5,1679,16957,1
4,1679,309,1
11052,1679,19117,1
8246,1679,16211,0
12623,1679,10368,0
3,1681,99,1
10054,1681,2160,0
12802,1682,8846,1
5,1682,14349,1
2420,1682,8999,0
3,1682,12830,0
4,1683,7338,1
4,1683,1615,1
1958,1683,11786,1
3,1683,7970,1
2,1683,6871,0
11832,1683,15887,1
3,1684,17579,1
13014,1684,1825,0
1,1684,13227,0
2,1684,15585,1
3,1685,2745,0
2,1685,7279,1
7348,1685,3662,0
4314,1685,11115,0
4,1685,17397,0
4,1685,2249,0
10454,1686,6694,1
4,1686,7957,1
4420,1686,12411,0
1,1686,19895,1
4,1686,1494,0
1134,1686,2915,1
4,1686,7902,1
6800,1686,17722,0
1,1687,14450,0
3,1687,18988,1
5986,1687,808,0
5892,1688,2621,1
10515,1689,971,0
11311,1689,12184,1
8306,1689,10455,1
4,1690,9358,0
1028,1690,6365,1
12865,1690,17568,0
10593,1690,14347,1
3,1690,16644,0
1,1691,19634,0
1,1691,15,1
10753,1691,6366,1
10273,1691,11538,0
13603,1691,13007,0
4515,1691,11516,0
12921,1691,6816,1
3,1692,4468,1
2,1692,8303,1
2920,1692,17121,1
4,1692,18434,0
1,1692,5101,0
1,1693,3399,1
5,1693,15773,0
1702,1693,11104,1
4,1693,17245,1
3472,1693,19613,1
1306,1693,18694,0
3,1693,2602,0
4,1694,11142,1
8800,1694,6537,1
11163,1695,3902,0
3575,1695,8900,0
10868,1695,19486,0
10548,1695,3928,1
6108,1696,12608,1
10277,1696,8882,1
11330,1697,10814,0
5,1697,17399,0
1963,1697,365,1
1454,1697,18751,0
4319,1698,15939,1
11569,1698,6129,1
3874,1698,8093,0
1,1698,19432,1
2,1698,13448,0
13083,1698,19215,1
1,1699,1590,1
9355,1699,13299,0
3,1699,7682,0
2,1699,9529,1
473,1699,18343,1
4558,1699,16824,1
11470,1699,16898,0
2,1699,16516,1
8677,1700,4252,1
11487,1700,9496,0
7713,1700,13455,0
4,1700,1122,1
1,1700,13228,0
9440,1700,10443,1
13573,1701,19257,1
4,1702,1250,0
1,1702,19769,1
4,1702,11658,1
2,1703,11675,1
4,1703,17484,1
11769,1703,18757,1
9060,1703,3597,1
3,1703,2142,1
3,1704,9138,0
5,1704,18596,0
6454,1704,9251,0
10892,1705,8182,0
4,1705,11840,1
13262,1705,4727,0
2,1705,1141,0
4,1705,1456,1
5270,1706,12336,1
2,1706,17977,1
4465,1706,17050,1
3,1706,12742,1
4,1706,16848,0
4,1706,2649,1
9185,1706,15961,1
5,1707,14636,0
3,1707,11092,0
3,1707,12766,1
12059,1707,10419,1
5,1707,7934,1
12925,1707,732,1
8327,1707,2778,0
12696,1707,8288,1
4,1707,11243,0
7998,1709,7873,1
3,1709,1916,0
2,1710,8635,1
3,1710,2041,0
4,1710,4756,0
1,1710,1885,0
5,1711,7975,0
4,1711,17085,0
9121,1711,16861,0
2482,1711,13659,1
2,1711,7876,0
816,1711,204,1
10893,1712,1349,0
4,1712,2602,1
4163,1712,10821,0
12246,1712,15593,0
5,1713,3679,0
2421,1713,9059,0
6080,1713,5958,0
3,1713,4743,0
11500,1713,2112,1
4,1713,4202,1
389,1714,8411,1
3,1714,9245,0
5,1714,11275,1
5,1714,15674,0
4885,1714,14658,1
3,1714,2849,0
5,1714,5045,0
2,1714,1389,1
808,1715,2193,1
5,1715,19606,0
2,1715,5634,0
2,1716,16207,1
4,1717,11524,1
1,1717,11378,0
3,1717,18560,0
3,1718,122,1
2,1718,7571,0
4,1718,592,0
11433,1718,10687,1
1187,1718,2361,0
5831,1719,16801,1
1,1719,8378,0
11705,1719,2027,1
2,1719,4770,0
3,1719,7417,1
3,1719,5660,0
1,1719,8428,1
5,1720,14143,1
4,1720,7378,0
3415,1720,18798,0
2018,1720,18342,0
5,1720,6673,1
2204,1721,15357,0
305,1721,17966,0
171,1721,14627,1
2,1721,2292,0
1426,1721,5179,1
8814,1721,15943,1
5183,1721,380,1
13761,1722,7490,1
5,1722,364,0
4050,1723,19016,1
5,1723,19267,0
1,1723,9143,1
3,1723,6391,1
5,1724,9453,1
4501,1724,3117,1
11134,1725,11205,1
1119,1725,4695,0
5,1725,14226,0
11756,1725,16773,1
1,1726,19789,1
8686,1726,4588,0
11336,1726,14678,1
12241,1726,3311,0
12684,1726,7766,1
5,1726,4565,0
5,1727,862,0
1,1727,10082,1
3033,1727,3000,1
2,1727,1621,1
2,1727,18672,0
1,1727,376,0
9731,1727,14811,1
6147,1727,3817,0
3798,1728,16779,1
5,1728,11988,0
9142,1728,2331,1
2,1728,2574,1
1,1728,10004,1
2,1728,3256,0
7012,1729,11868,0
4,1730,16117,1
9683,1730,3813,0
3,1730,17996,0
5,1731,19113,1
2108,1731,1570,0
7072,1731,9727,1
3,1731,7584,0
2,1731,12270,0
2679,1732,16203,1
13803,1732,15476,0
5361,1732,12950,1
1,1733,11579,0
5,1733,2430,1
9731,1733,633,1
5,1733,18711,0
3114,1733,1945,0
1,1734,12835,0
12975,1734,11147,1
4,1734,14977,1
5,1734,11327,1
2542,1734,15275,1
4,1734,17802,0
3,1734,15147,1
133,1735,16513,1
1,1735,13161,1
4,1735,767,0
4,1735,4666,1
3637,1735,9276,0
3,1735,6459,1
1,1735,678,0
2,1735,11506,0
7607,1735,18225,0
2,1737,11703,1
807,1737,12686,0
3,1738,6034,0
1066,1738,3075,1
4667,1738,12443,0
5,1738,19742,0
6422,1739,11577,0
4,1739,16199,1
1,1739,14493,0
2,1739,12239,1
3,1739,319,0
1,1739,6532,0
5,1740,14912,1
592,1740,5291,0
9008,1740,7891,0
2382,1740,7607,0
6424,1741,16664,0
5,1741,854,0
11102,1741,4275,0
6930,1741,13963,0
6835,1741,8144,1
12684,1741,2058,0
215,1742,17552,1
2,1742,840,1
12933,1742,17111,0
7435,1742,1678,1
7931,1742,4982,0
3949,1742,8962,1
1,1742,5540,1
12979,1742,12010,1
1,1743,12662,1
2062,1743,7044,1
1,1743,9732,0
12628,1744,6285,0
3,1745,18647,0
3,1745,5593,0
5479,1745,2161,1
9118,1746,16523,1
13173,1746,3100,1
4,1746,9109,0
4,1746,1433,1
8076,1746,6720,1
10156,1747,13341,1
7312,1747,3106,0
5,1747,3221,1
2,1747,17711,1
2,1747,6140,1
1,1747,3465,0
2,1747,6420,0
5,1748,870,1
8825,1748,875,1
2,1748,4421,0
9891,1748,14743,0
