uid,mid
11201,27051
13176,8016
3686,3131
10434,28084
6990,16481
12860,35477
11656,38166
9226,11529
620,5915
6572,37137
2,11180
469,20473
10627,12077
12292,24784
11339,13825
4743,4300
2460,8119
1620,10757
12763,7954
1741,37553
108,15186
4694,41793
2373,14675
3250,33928
8416,387
3909,26618
13220,7193
3311,10746
11225,30021
12215,42679
10327,21160
8314,3410
2208,25746
9539,29456
4451,38911
10333,38736
13855,29167
5638,39974
4650,28073
12310,12110
12683,2485
7157,34623
3469,2598
6525,40598
3561,40955
3176,3984
12065,39453
724,43152
364,17041
10926,30555
10280,27917
5819,26373
5992,39081
11178,40707
13244,42723
3527,29049
9567,19670
6371,9778
5990,36332
7210,20969
6751,37810
10647,11293
670,40795
7124,13924
6194,27704
9594,18658
3287,3630
3273,2115
6147,34446
2829,35863
6211,25575
10499,32350
10639,22258
3663,35053
9942,37821
9866,17974
2298,25738
1485,12048
1837,22114
2020,695
714,15589
1369,20068
1051,6705
2034,40137
4048,1972
10668,40824
1063,11442
9603,31477
9330,14678
376,27819
11131,1869
6357,18056
1153,1729
4388,7633
10819,12044
12115,6404
5273,15733
7075,18527
13567,9341
9295,38953
1324,22395
9322,33022
4680,4103
8562,36311
2835,19160
2384,6213
1334,31825
5465,37406
220,11526
12352,28761
12599,27458
7568,10533
12155,13519
9495,6477
5437,19744
7446,1005
6733,43055
6665,37486
3344,3272
9205,210
7690,25464
13700,5540
12210,19978
6389,8607
6622,34053
5852,3149
12690,33537
13742,5608
2064,19587
11080,29251
986,18595
4565,7400
7270,25118
10320,33127
9651,33618
8415,7499
9301,37291
10086,9629
6907,330
7614,38620
13764,7033
4707,38035
9805,37123
12468,20623
1293,28585
12160,4723
5333,17773
10761,20570
6184,41680
11772,3236
6352,4577
12336,26708
7800,33869
3814,41633
397,41477
12239,30286
12970,24155
1081,20055
10150,17166
4535,14440
5004,22516
3167,26963
13693,42550
3219,37764
9614,19465
13475,42037
10695,30414
11960,33271
8220,42300
3386,20270
4128,31542
5200,8010
798,17008
8228,26463
669,11543
5799,17435
11519,29766
7943,23770
5303,22466
13070,21869
7019,20157
10919,20301
3923,13436
3325,4115
583,36136
7209,8096
9634,37910
11968,3952
3268,21469
12876,27074
1762,34342
9924,2769
4209,38071
3648,33980
7856,25352
1095,15446
9137,1161
1483,22362
5545,7042
3807,18768
1462,10847
8284,38645
9108,19925
549,13883
9911,14739
2867,21020
3821,1096
7327,38670
11434,40984
12376,14124
4901,28133
2285,1080
9203,29658
12273,32376
2970,24755
5687,31154
1535,18345
12687,34242
9022,37657
11855,4980
6154,1213
11625,9002
7105,13249
11302,33188
7212,15609
11176,36428
9248,31369
3084,5284
12135,25855
9313,10716
6323,16166
12152,34109
6566,26798
2958,10585
13856,14781
10788,37906
10234,21574
1272,33360
4855,527
106,7856
5347,43464
4494,34061
11651,29483
11309,16572
11658,31741
11117,19143
8329,25105
9230,8626
10677,39200
5540,15927
10832,31219
10698,26381
13273,20567
6665,33206
9291,43549
8307,29718
501,41757
9301,25136
4526,28165
10125,8954
11475,38563
5338,3575
6637,20170
7031,21605
9001,24135
4241,23203
12141,685
12706,37002
13171,8008
235,35097
12852,41788
4977,9256
13740,32263
6107,18094
1058,5783
7246,1235
8659,37974
11922,34189
10828,31997
3705,29205
9979,17153
6989,42365
13562,25020
7406,19489
200,37124
5634,19690
9968,28507
12384,17716
12303,41030
10923,13766
6882,21943
2232,38713
11703,39895
4540,38032
3625,20479
1381,22552
11466,28073
13445,35562
7147,2893
3749,33967
7197,24396
2454,18757
8200,22175
8731,34652
6536,798
5142,8210
8322,41004
5298,21347
9762,28025
12244,29415
1893,40819
10132,5948
9695,9618
5386,20705
5590,28703
9995,1893
13768,29755
11225,3425
6379,42219
7380,13419
1395,29887
6964,34784
9530,23058
12263,4834
3192,9895
4711,41834
104,566
13366,40181
10712,18403
5847,42846
9947,10316
10918,12835
6390,2315
4910,37181
1167,3884
3320,10052
13241,40985
1411,11696
5794,23124
12432,7903
6902,17574
6769,29375
3778,12289
7322,6885
3368,10560
7095,18126
240,3689
5105,23870
3135,38138
9749,4024
12963,17101
9871,36736
577,7424
3274,39219
1344,12214
13055,35984
725,33159
8948,28461
11790,31018
2947,33001
10753,26503
1082,30991
7717,19516
7422,29992
9833,7635
8936,11499
9255,10917
10924,29378
1195,33002
6747,1392
8727,43853
7516,42216
5111,14185
864,27115
1438,11883
4453,17274
12016,40671
12193,17130
9864,42680
6875,428
12295,31417
6697,732
13381,800
11638,28874
13082,7026
2444,14482
11889,25412
5794,31359
1336,40393
1220,14962
10888,21768
9477,41001
6859,36136
5196,21393
12418,13263
13126,5230
12735,23773
7938,18800
167,23556
5567,26617
10201,19334
5284,4262
2567,3467
11333,3089
802,1116
1899,4579
6799,2591
3808,7373
5146,3574
10851,2979
2570,43408
3705,9423
4350,43627
11110,23698
7492,30821
1830,37744
9872,4926
8353,29431
11348,28835
8074,24436
2523,21677
12440,43555
7521,19815
8628,14717
5344,27529
11061,1996
5386,22415
2912,13845
10948,36660
9519,15523
3969,39914
10688,8499
9781,42323
4306,2103
756,35799
12170,8525
13848,30847
11906,8108
10155,18269
10621,24400
3469,9625
9303,27127
12693,23132
302,20715
2760,40632
2588,35878
6908,18571
727,12483
10389,34319
11246,33415
3178,21041
13039,13408
13806,33306
10218,14167
3814,6573
7218,33003
10849,26973
1774,42465
331,22924
7541,1910
4538,32849
6865,2084
13012,17141
9827,2671
6194,36520
12230,38030
13654,14692
8650,39621
2463,34263
380,25596
243,33441
13490,8631
4132,31251
6644,28799
7216,43037
12838,33213
10053,41926
4990,11983
5375,8656
1107,18583
11118,35056
10794,4009
9810,41873
2880,497
10843,34232
3820,23213
4671,20638
5877,16878
6352,17811
9888,9885
2503,2724
435,4762
2912,7631
2591,16376
6057,41510
13217,25219
5394,30566
10012,37119
7669,32976
1784,27074
3362,4191
4501,1884
8548,2887
1537,8954
8692,8382
10477,23239
4532,13796
5530,30429
8530,9639
12872,4932
4202,42624
655,38493
12424,26412
11012,20535
8880,36829
5643,29182
1921,37534
11516,19997
11574,6554
12360,40147
7724,18074
8420,7131
3233,29406
12206,35955
13330,5790
7788,28931
8359,17530
12781,7943
13811,7549
7937,18297
6816,32245
7097,297
4320,2410
3073,34230
7468,30847
6002,35037
6192,39323
12648,27168
5751,28992
10272,17802
9079,7359
13695,22589
4354,17672
8381,17503
5996,25129
9420,31646
5012,7638
8524,661
11233,41676
2625,6923
2055,28162
7140,3971
1143,3408
5867,27844
2624,9047
3059,23801
7232,14548
1058,37529
631,31390
7435,30347
7274,22749
8062,36856
12510,25849
11966,7608
12474,36788
12011,33584
8829,12564
940,33691
11890,29177
5872,14926
3131,21252
6042,17649
2589,20109
12772,10980
2814,2723
1979,5356
12425,28800
4444,35319
11488,32706
5274,43910
10997,23071
6705,11285
6525,21738
7249,23242
13923,27415
10240,20896
6583,26772
4832,1385
6620,22690
3945,27476
784,8253
13659,30845
10237,30152
5270,40007
13869,23366
8743,6027
5173,32768
10417,28524
12263,10483
13505,41433
12531,25109
5543,494
1274,16466
12572,39768
11852,29551
9169,13834
6501,2971
8686,32780
7002,29959
8895,17146
1733,35954
5766,1807
7023,5665
10435,28901
1477,14127
1498,5155
9106,22209
3387,13768
9106,20044
514,1526
12506,33529
4612,16979
3397,1056
7952,10047
9795,35852
7965,15679
5788,26625
862,42419
2139,38726
10426,5256
11316,9412
1644,42460
10051,36164
6235,33972
10932,31236
3811,19195
12892,19477
13589,3045
4576,40041
13980,21058
7993,3515
6643,9991
2388,38961
4932,43536
7853,7508
10995,4858
6888,12119
7733,3147
8088,26402
6102,26178
5637,38525
9187,4415
11371,17495
6451,20438
10296,3938
8528,36732
7475,21327
2480,38666
4363,8975
766,17501
258,1751
8751,4028
11329,5746
4687,21449
4890,42448
10729,28452
4893,28208
6131,5939
2450,12151
5982,13407
12565,19782
13011,37622
8056,18326
10844,3149
5922,28880
8832,7934
13970,9437
4814,17670
12122,6475
688,11229
4934,33539
7489,1844
12091,74
9746,16060
3588,20734
10888,40769
6259,25396
10731,20203
2767,13274
4295,33100
111,7513
3286,28232
487,23275
8711,37700
6367,22410
666,5114
3726,41188
6267,2882
9407,19250
7272,35344
8528,12715
3992,38954
12382,8657
8218,5742
2374,16662
9075,31556
7546,28691
9001,32834
13141,37031
11136,5705
870,41363
12313,12176
6964,12697
2342,39024
7183,40210
173,28055
8175,21077
7194,14987
4021,14441
9142,7961
7435,22463
13822,17822
7178,27259
6325,27354
10435,23417
9318,22116
5035,24969
3366,22732
11863,22786
12469,39398
3551,13829
7883,4542
11793,40645
8694,13312
7745,30532
2806,14589
11375,12381
1763,42646
242,17819
6515,30858
12614,21712
12184,5098
10237,28394
460,22077
9961,18739
4626,29318
12781,39230
5425,7045
5605,5498
10833,13752
8849,29883
11849,42073
10776,43195
13667,43827
9059,22450
6588,44029
10324,33403
11710,32544
10854,29363
5534,27316
9860,27747
11981,10058
13374,42916
6606,21062
11578,34158
7599,11323
1341,4277
12006,12307
3934,34018
8646,27743
13303,31601
2471,17630
3104,8246
11280,31415
9249,43871
11919,30099
1922,10589
7074,443
9900,39745
9927,37444
10503,11804
12599,40722
8664,37146
12501,10600
4380,7059
7005,17207
8656,11895
2291,2940
3842,22150
8938,1032
6073,10209
5702,563
864,43499
10708,20952
875,28352
10003,18681
6398,21587
4078,9309
9598,9610
11646,29496
13632,17676
8809,28065
616,8721
13165,42941
10607,14458
9222,2940
7664,38204
10517,23366
12327,5393
5879,25906
4678,7973
6041,30654
5036,26330
6362,19185
7223,14800
11984,15053
11124,6045
12370,19872
2556,23768
11530,20235
11646,21382
780,17275
2255,22305
7126,17573
12275,38413
12353,25966
9854,18385
5436,17856
133,17921
10831,16703
4970,37922
1351,1895
11277,30986
7792,28288
2291,7992
11755,15440
7260,29085
10995,42236
396,27660
7622,24977
6476,38704
741,17108
13045,2330
10046,42096
12638,2771
8884,4847
8948,16652
4425,14634
9655,13629
10868,570
7098,1974
12155,35591
3632,33039
13152,7642
12595,8931
4653,6681
6674,1258
8569,8251
11965,38139
9773,28758
4177,4859
13813,41350
4278,13492
13450,25295
8747,6909
10612,10845
3849,37630
10755,2912
1819,8992
1471,11573
11030,43067
8801,29694
8989,40005
1748,38334
2161,17494
117,39698
2555,17635
13436,24562
6021,18034
6346,7352
9591,25922
7390,19341
3395,14902
13517,10639
6374,38597
8648,21379
7448,22821
3822,25061
6367,32643
6090,25379
9571,8151
609,42876
543,24060
6114,34526
13889,18194
5438,43968
10142,27802
13256,26247
8128,12808
11849,17536
2615,5493
3176,31358
1523,6303
4062,32315
6540,4748
9209,41171
11424,10687
2254,37450
5227,18892
13799,36197
2642,29929
3074,7495
10568,36724
2744,29878
8600,27982
10900,14027
3178,20423
10543,9245
1132,33482
3584,23645
7699,43849
7639,8522
2729,1747
4078,17592
1873,26719
7997,2697
5205,12013
5284,14689
12182,23458
7473,5037
1219,39896
792,29961
2274,36487
9691,22160
5346,7911
9330,2694
2024,15859
1108,28811
321,20093
7416,23244
1923,30506
8004,7693
5683,28556
13204,6399
2118,7253
5061,11722
10739,17940
10372,11826
5986,25252
12570,36956
1175,24152
5131,37
10607,28413
11477,18172
10917,39052
2658,32762
3387,15203
12908,8061
3681,8066
4526,29874
6936,36649
13461,5933
6738,26471
11234,8329
4054,6334
11100,11269
10870,5068
256,17046
688,40742
11546,22771
12442,42771
11249,7888
12175,33183
3485,32371
6092,39619
6449,24919
12788,35498
758,28027
9419,11930
13482,36666
636,34938
5528,13564
5188,28547
13523,12889
11261,37339
962,34284
10353,16959
8718,12635
13122,19252
5564,19929
12565,37246
6351,16456
9493,27145
10815,28014
1264,21877
925,26963
1746,28085
1231,42320
2905,21144
8762,26092
11097,14180
9613,32808
13353,10223
1114,23950
5332,16117
10123,37565
12543,37375
10735,17668
12580,8776
1378,29656
754,14194
13453,14677
2105,30777
8685,43226
1828,17200
13965,15067
2220,18896
2266,247
8361,21210
12984,39285
3566,16801
9123,23087
5719,20102
8786,16492
13979,27208
8424,41799
2192,20898
5163,29493
11983,1422
10172,32016
6492,12971
2852,7284
4015,28489
8281,15946
1995,256
2705,11020
6995,15488
12273,41798
1544,19347
8833,35051
5112,8745
12963,24757
13755,17862
8094,25147
6147,42688
10290,21977
2191,592
8990,6278
6499,2261
10690,43908
9912,348
3426,24742
13020,37212
7557,43857
5200,41543
3073,6870
13023,28083
2934,22081
3479,28980
10946,19423
10148,35614
11143,22994
13588,12387
780,34034
7626,12939
4378,11160
7831,2275
7805,18855
1714,31816
13367,10483
12930,18962
6963,20045
1526,33837
9162,21976
4808,14707
10748,5975
9652,10929
9530,21214
5093,1951
257,19478
2069,10412
3386,21696
8556,17772
726,4275
1000,35054
11758,7046
11540,29715
2109,34387
9928,43748
7991,8563
299,27760
676,12027
5770,40612
9127,31590
5442,42664
10006,31739
2738,26845
8112,23448
2392,24880
969,11967
5655,17733
784,5290
4095,20013
11428,18813
9709,35802
766,41629
8022,40582
1266,23093
5686,25106
12013,14295
9230,3622
6437,32443
1544,21700
12024,2348
2634,29487
4054,17111
13278,4924
6380,15612
5527,19200
4355,9067
2456,36048
6259,26755
13488,36576
11939,24261
3765,16992
1848,22554
8195,24175
10639,21958
2033,635
8657,29882
6071,12772
13235,18299
12766,14341
10218,33357
6683,36000
8711,6352
6399,3839
7440,1974
13011,37813
7970,10248
9181,31656
6728,43040
692,6684
3157,11245
2431,29059
12975,39552
9974,38363
667,28372
7616,3823
6266,28879
7192,36158
2185,5915
6661,18165
11956,27181
12559,3689
4719,14684
1728,13081
13348,30954
1612,9917
12580,29678
10944,27361
3743,37806
13235,13454
11875,22704
1632,8641
13463,29264
3232,32850
7080,39047
192,16079
11502,23384
12817,15537
13019,7411
3845,15927
11444,34249
12970,31160
8630,42040
8269,36367
8198,40762
5508,29091
4761,20568
705,43664
1822,15368
10577,40413
1949,35368
10895,5814
5150,36622
10366,34270
2419,41191
12914,40319
9464,37019
9378,39760
13266,16499
5869,25990
6614,37175
11078,25569
1844,1042
10962,39696
876,30100
7643,24365
11335,40640
6918,39144
2200,23483
3962,3677
7288,21782
5071,30049
12829,3066
2208,2037
5974,35815
13660,16925
4065,32845
10278,16408
9354,21519
7359,17060
1672,23053
9298,4268
2369,5989
4964,27975
10101,24037
6839,8681
2521,1486
13584,14714
5641,20044
6947,2420
12689,36264
13161,17141
2646,43485
6506,12962
11944,43076
102,6488
8182,31111
2650,42433
570,16361
5511,36844
10498,24883
8771,17503
7334,7632
6805,3018
5095,20726
4749,24763
8173,785
6158,28021
2380,38460
5318,15766
13616,31128
7066,3197
12850,9553
3620,41301
11626,31922
2917,4747
5038,3000
6625,44071
11211,15596
353,22064
377,6201
1993,38165
4230,23378
6724,13411
11263,3599
10554,10565
3295,30899
5205,20599
7262,40405
707,17863
782,10266
3785,9706
8899,25545
2402,14299
7228,32671
11300,42472
6604,40935
10068,6051
6001,43953
2686,21035
10983,8485
13930,31324
12245,20797
7278,29070
5343,21828
8861,35362
10197,10316
5203,26520
3699,9108
764,3870
4459,15448
7424,27371
1378,7972
1018,31270
1220,25652
1624,35758
9881,23447
8533,38109
3806,9644
8099,3824
9847,13455
6369,3933
10687,10221
10530,8555
3959,2430
10226,28209
13312,7445
7928,10511
11356,44046
6883,10538
321,7148
11834,40400
359,3599
9682,37098
11844,6719
13840,42692
740,13783
7639,52
13801,16703
5664,10185
3085,12469
13770,22073
10186,15480
2599,28468
11059,23403
13632,7211
13364,36725
9441,6058
682,30917
12858,27269
10108,43979
9272,23260
4174,13865
3443,34294
6394,7044
3926,41474
9528,38894
8476,40643
13823,12530
9267,30869
9985,26310
1810,23285
10880,35269
12423,3465
6545,18644
13325,29266
12720,15955
5528,23881
1193,19044
7191,256
2421,1503
11534,4657
9182,10303
6511,5431
7075,41367
6858,27426
1769,1861
11196,6159
8045,5807
9217,20739
12671,17107
9010,9475
11227,16998
6144,32600
1184,5791
4673,10171
9222,9005
10582,42747
250,25793
9357,30217
2053,7233
10788,12675
6439,16053
5874,5914
12506,27914
6239,10568
5158,38380
3925,9433
9141,320
8926,24470
10525,26491
9889,20585
6754,4792
536,31737
6135,330
6020,8852
7453,44079
4723,23127
6465,21301
9623,10165
11987,24510
1043,5704
11660,27110
8274,43418
6210,22555
554,27677
7663,23805
4741,36924
487,29803
12225,24796
1882,2612
13227,22076
7469,16480
10544,9181
1233,9305
12095,14611
4836,8438
7513,43119
6457,12522
2549,24029
9753,39329
3769,27302
1472,38016
6796,21741
2692,36846
236,21283
2754,10859
4691,43715
9126,15187
11905,34186
5756,31195
6237,25231
12204,27019
5721,24666
8882,41723
10191,40160
8567,43140
518,21517
7094,35273
12652,24674
4344,5240
1845,26416
4852,37889
2062,27196
4183,39162
4273,29324
7884,34965
3041,36235
9736,30764
5489,34675
7975,18106
10618,29740
5170,31970
10507,14498
12076,1817
7325,26484
11097,43482
13781,22160
13015,3850
1626,21613
13169,39618
3085,33827
7250,18707
4588,24564
9430,4360
1028,30670
1555,12810
2818,38429
10799,29455
380,7255
359,24786
10654,2094
6911,40986
11734,32010
13609,16559
13203,17719
1857,16706
11335,22083
10668,12343
10556,12240
135,32275
5922,11420
8354,42833
1082,15004
7899,30867
7884,21989
5812,43028
12295,24909
3293,5675
5469,5003
4885,27568
7278,911
2619,29073
9372,33718
2574,21810
9980,26652
10602,43990
5249,16485
873,4647
12876,39714
9872,2401
1587,22186
755,18728
1443,33121
13710,1019
9586,17564
12227,5194
10273,15702
7946,3537
7251,18887
2139,36588
7463,29411
3611,33745
13730,38666
9345,15958
9263,32876
4672,1627
822,25280
10814,6230
11423,6878
13414,33643
7563,38312
437,32357
1542,3810
10666,43372
6676,34876
11946,9466
6412,560
621,8309
10183,21354
13041,15251
10360,35815
13202,16428
6843,33277
500,6108
8081,13477
9860,3440
12887,20313
3835,21796
12561,13137
12514,14168
1941,17301
1573,17183
10682,4972
866,26910
5620,19660
8865,31404
11188,33587
13898,10361
288,21425
2102,32500
1280,3066
2489,3260
11285,12301
13767,33371
10079,4296
9397,27210
4100,42752
7524,36296
2356,20928
3831,34580
12080,9033
10223,27719
6811,12878
4970,40732
12644,26667
9016,41685
4473,6767
7910,22830
13873,20222
3546,25103
12744,34434
7711,15933
12823,25715
10427,39744
9931,2553
2895,14275
13249,29251
13830,2809
8428,43859
5505,15296
1550,14670
6987,10524
5903,13770
6891,25208
4891,35225
5188,25558
10383,38192
1420,14247
5071,12847
9500,37086
1254,13471
4745,13177
12786,41882
5082,13547
4792,6806
435,16789
3923,29349
2063,8081
798,35887
12700,23765
5577,6631
10716,33334
6471,15702
1895,14860
5558,21184
13955,40439
5007,31750
4743,31888
950,42245
10099,8777
2961,15022
11929,4328
277,7615
3207,1246
5765,41012
4587,10356
5918,33306
1612,29715
5097,17199
1451,1416
10461,43799
3724,1653
3723,43626
12383,20447
11526,18741
11978,3811
8305,16570
11690,34320
12966,13585
12838,26784
11291,33530
6227,12512
9419,9472
11626,6164
6683,16066
3406,17921
6143,38970
11659,19155
6341,40168
1082,20230
3416,26998
4710,21102
13241,40392
8460,10328
13749,7188
3836,29686
3147,34949
6669,34729
821,37922
3855,7036
5901,11472
1970,28461
7088,21072
4128,583
5538,26190
1084,15532
3839,16673
10973,40748
8706,20244
688,3061
1869,13732
10746,12295
1030,20720
13490,26326
13519,22598
3903,1904
426,14552
11736,27752
8017,24279
2797,25654
12293,15142
5984,2378
5149,33616
3963,27453
4295,22726
296,9525
2592,11699
1937,43340
10153,21176
10283,12315
13672,2366
9196,32018
12592,32127
4753,43373
11476,37824
7639,5623
7813,30541
13946,40552
865,1950
3250,42801
10788,31913
11001,32162
13011,16509
11872,43714
1723,1920
481,42596
6126,9618
11708,9733
6534,33299
6496,40618
13487,6930
4103,37118
12380,14457
12650,44064
2561,21141
2377,18186
1951,37925
8075,24241
2093,21846
5571,9229
9523,21687
4764,11921
12431,7433
9437,6190
4413,28040
7159,33911
7541,30227
1526,7615
5719,21225
7556,18014
1914,21447
10611,39674
13844,37658
1225,4840
6658,36726
2753,30204
3595,558
8661,30667
2215,37390
4115,33608
10308,24579
11992,9244
13436,9597
3354,6999
11722,10130
10176,511
1918,11597
1569,12975
2337,1138
13562,27898
3338,4667
7085,8907
5255,21819
3229,43247
2165,2655
454,33759
10328,24205
1236,34929
1730,30553
13786,10337
4095,16207
10230,34832
13061,43564
3456,18362
6678,41336
7930,8934
11267,25817
101,15620
3362,37688
6659,26944
9878,26820
5023,11742
11551,8799
2701,25144
11506,32748
6001,33652
3368,21183
7706,9416
1008,11086
2106,15009
1537,22103
5641,18453
11341,8121
13885,7821
11833,18171
12508,16260
13199,22100
11215,9650
1924,30256
8862,41038
6563,11806
13798,43148
1024,8745
12046,41242
3794,32306
9750,25858
11562,10680
13215,29830
1149,10986
5839,28288
1995,12392
9744,4862
7075,34365
7164,16864
9686,31500
3510,27795
537,42924
11937,7920
6313,43103
4747,20283
8034,34841
7928,42256
9465,5625
7692,33707
4553,8177
6686,33530
9544,12942
11921,1670
10128,39897
2404,20247
6363,40077
1005,20324
4435,33895
12924,6022
4104,39206
6723,39808
2264,36904
2267,8712
5763,7905
6408,35052
8410,20943
8131,24252
11445,25059
6884,35246
880,3094
6234,24919
6439,7208
2511,9395
9083,26975
12459,28173
4249,32284
5714,38996
2031,13281
10443,36304
3902,27454
7246,43351
9588,2914
12450,25766
11427,2341
3331,26180
2447,27874
2027,38058
11008,598
8651,29120
5011,15026
5593,7146
10677,35671
1041,41724
13960,7695
9664,4831
1534,23931
11467,23753
7825,42603
4952,10490
435,32693
11276,15769
477,43133
13386,2161
9843,20134
8586,35691
233,22871
453,24497
5026,36573
9809,2369
3551,40862
1722,36701
9590,29204
6721,11553
5099,5609
9421,22486
10473,42061
13378,9863
6747,38300
6511,10413
3265,21355
3930,6345
8112,40656
2246,17994
9524,28683
12022,28416
7000,19324
2929,17998
12547,3680
9285,29490
2662,40309
1402,9489
8943,39843
2755,3997
10498,5696
10196,30205
3825,23383
10333,14236
6302,2367
3257,27468
1235,6765
8553,25361
10132,31924
1803,30176
3725,16293
3306,1615
10580,20940
12019,18801
12116,23247
6633,31689
9797,27963
570,29765
7779,32471
9263,38502
1302,3217
13426,22073
2055,28243
652,37133
13400,17862
977,4961
10481,18782
4856,41070
10954,31127
5962,41610
7058,22579
13246,40499
12964,17884
7261,29783
13077,16980
8024,33747
5442,731
7364,57
9897,31458
11775,2244
8220,1702
13622,8304
2549,15101
4589,42162
2041,948
13097,20506
13086,6554
2903,33526
6737,14867
3920,30473
3631,5652
6163,7274
3897,10034
12464,3536
4794,18678
2065,17489
5901,41622
6237,909
12109,4618
2914,42817
9189,30432
459,23454
4353,35080
3214,16021
10845,26563
1958,24374
210,30165
7179,1886
8111,1050
2479,43272
13263,1162
4030,816
13222,36535
7837,27499
5537,25038
2585,36008
7075,13943
13419,27279
9229,8273
7756,33638
1819,38295
10621,7742
8277,4695
2862,30307
1232,1935
10814,21557
4212,18908
3515,6160
5940,29159
4873,20294
4001,33933
3732,33388
3048,40751
6024,3067
10654,21257
12508,41407
371,35106
2094,5595
1322,2461
6432,6821
12039,36211
3830,16192
790,19096
9596,10530
4247,32176
7996,17676
7565,43159
11521,5375
12401,25977
7632,13143
10598,12205
2936,7395
4303,33594
11846,41965
11685,11653
8828,33741
10981,44037
12961,444
1183,23904
3458,33523
119,28181
9859,21120
6239,10364
11245,43666
5763,38165
4331,31542
10054,3466
13030,2712
8163,25199
2330,22489
7390,38516
8487,23609
11485,27899
8543,1920
3842,31172
12929,20600
10528,16966
3270,14435
11893,36650
11623,2000
4992,14850
5132,10904
7522,5446
8700,35397
2109,18041
1476,247
1193,31154
3521,5213
3750,3340
8033,23143
9196,19395
282,35137
12331,12187
12043,34608
10302,38974
5504,4396
2187,15291
11931,22152
2225,3692
5337,7471
8644,3842
5742,37117
5280,17777
5871,6061
10709,27585
12544,4301
8008,3339
7642,5488
7918,36283
7450,29530
6560,30263
12832,11281
1592,43076
13419,28805
10445,9916
2650,11159
5504,8622
10629,10548
3046,23178
1333,2460
9260,28769
4822,38042
4060,42226
5781,38192
9337,17435
3796,38248
2875,15420
7493,35018
1683,35578
12165,2922
2463,4677
5884,20426
531,35186
2923,13464
1651,25475
7665,40936
13459,1470
12145,7293
7575,25410
9591,23527
10671,23466
277,30956
7285,26786
6782,21034
5660,6932
7336,1092
7746,25773
5670,16364
1684,28491
9874,261
8946,10457
254,22321
12240,13436
6650,42146
9298,27026
8339,28110
13428,20755
13436,4302
6941,7208
2402,27921
1323,22204
7321,21546
5685,24017
7014,31099
5680,8557
9322,20103
11989,38894
6141,1925
12332,19480
5040,39452
8022,18923
12736,18661
13481,9946
7111,307
7853,22960
13847,4232
5181,38797
9551,12208
7256,39427
1979,6337
1904,9631
3262,17257
12084,33910
10628,41169
6447,33720
11701,42018
13494,30014
9104,14456
6151,4723
2532,12813
6563,30277
9175,36777
6046,10061
5371,13057
8954,6656
7913,22575
4823,13028
2719,4031
5833,24244
4327,33290
5888,19740
4618,34169
5666,36492
9105,30014
10475,6580
9393,18243
2319,4782
8484,20449
10958,21447
6186,11044
11779,19854
10735,20080
8757,17102
6456,643
2043,28017
13311,18933
12186,24946
10297,7550
12087,13398
7189,25363
13288,33718
6413,23017
12405,14733
3891,26912
12275,17867
329,42608
13507,27622
9215,12824
3702,29987
8138,14691
617,39108
5999,10957
11810,21304
12813,36534
4983,29675
9916,35596
5927,2059
12915,11520
7217,31116
5937,731
1411,1833
11144,41369
13295,22890
1219,39939
5716,4180
5518,6300
2682,7831
9310,37571
5767,22442
1473,6616
3469,6763
1614,38312
5872,24710
8030,37652
6188,23435
8513,21344
5450,15740
5063,667
9178,33045
5669,27884
4167,14064
13419,33650
2352,34829
11075,39471
8683,9430
13506,32927
10365,37998
13031,40725
4519,32270
3332,31705
13865,28392
3988,24188
13334,2527
2100,24687
2111,7804
11458,32669
10955,6575
10165,8734
9483,7258
1867,36052
8448,15910
4071,24147
1846,11803
9062,7897
7525,28134
7265,13527
13434,11279
6564,25552
9226,25299
3315,35339
634,22192
13204,33093
1556,23872
5279,9722
8642,38414
11891,30280
11610,14405
329,4487
1643,35199
7575,28688
10383,13157
4308,568
10388,2180
1768,2020
6803,15920
13450,19704
8077,18705
2195,18031
11944,3910
12940,8016
11883,3421
3843,16741
3268,40254
1910,30329
3936,19466
10292,4132
8111,10653
7106,21508
4588,23807
769,19172
8183,20594
8673,9471
2253,21327
2756,4598
2159,37305
12138,30789
3348,42726
5074,36931
7798,33072
12923,5068
12553,5025
9026,7716
1496,31771
3354,11227
10564,35400
12191,13413
4018,12570
4309,2370
3322,32022
11118,529
12045,43271
10799,30315
10438,37444
11962,18048
2840,19749
6186,35110
3961,13920
12051,15257
5913,4906
2317,8885
2887,28907
9984,41912
13827,5951
11749,1361
4158,37896
1619,21947
13047,8731
8319,22162
6293,27739
4120,3926
2661,8464
2898,17413
12183,22403
3804,34011
6250,25718
13934,41553
814,9798
6611,20595
4674,6407
1067,13966
3813,13734
7490,26927
4497,28784
4647,17825
2302,36395
4521,42843
7014,28288
12607,16569
11317,30437
11862,21381
13862,24797
11403,8032
11572,21948
13465,3189
8930,25670
12998,35714
8481,31814
12283,6766
8775,23172
2299,10808
10944,10205
5440,27067
3371,42121
1197,37368
5338,22659
6709,37082
9528,34987
8802,13787
5318,29284
8679,57
725,32912
12003,39987
10134,8560
10942,26059
9266,22746
12816,616
11689,8063
12158,28215
6778,38746
372,42549
327,10682
9839,6985
5785,27580
13496,25275
7754,37740
11557,27400
10696,31482
11799,945
120,28458
13800,9115
7563,39847
6505,18131
8747,12313
3859,32597
6694,38552
11718,9752
13474,6908
5197,28115
7101,25010
3578,19311
2089,35726
8777,18997
1167,6048
6802,39018
