  mid  | credit_link_id 
  9582 |          44463
  9583 |          39504
  9584 |          14883
  9585 |          11423
  9586 |          10694
  9587 |          16410
  9588 |          26581
  9589 |            342
  9590 |            613
  9591 |            273
  9592 |           8978
  9593 |          11637
  9594 |          12142
  9595 |          11096
  9596 |          22559
  9597 |           8968
  9598 |           6961
  9599 |          31165
  9600 |           2517
  9601 |          11413
  9602 |          24962
  9603 |          17978
  9604 |          42729
  9605 |          56655
  9606 |          22383
  9607 |          43801
  9608 |          30923
  9609 |          41851
  9610 |          58918
  9611 |          11343
  9612 |            661
  9613 |          10310
  9614 |          36851
  9615 |         147882
  9616 |          27007
  9617 |          29259
  9618 |          53200
  9619 |          55624
  9620 |           2436
  9621 |          20196
  9622 |          61144
  9623 |           6317
  9624 |          68822
  9625 |          27430
  9626 |          43141
  9627 |         135473
  9628 |          41968
  9629 |          34090
  9630 |          34561
  9631 |          45174
  9632 |          16638
  9633 |         118075
  9634 |          42011
  9635 |           7454
  9636 |          70498
  9637 |          63617
  9638 |          23132
  9639 |          68348
  9640 |          37198
  9641 |           4935
  9642 |           8953
  9643 |          10951
  9644 |          42845
  9645 |         193704
  9646 |          41569
  9647 |           8488
  9648 |          13682
  9649 |          12228
  9650 |          32588
  9651 |          57825
  9652 |            561
  9653 |          10214
  9654 |          17880
  9655 |           8340
  9656 |           6414
  9657 |          27202
  9658 |           1942
  9659 |          61574
  9660 |          21433
  9661 |          52778
  9662 |          19119
  9663 |          18279
  9664 |          10636
  9665 |         123452
  9666 |           3040
  9667 |          18538
  9668 |         125953
  9669 |          41475
  9670 |          44875
  9671 |          43128
  9672 |          42641
  9673 |          39179
  9674 |          13498
  9675 |          29993
  9676 |           9470
  9677 |          36867
  9678 |          30698
  9679 |          12721
  9680 |          27042
  9681 |          37232
  9682 |          19765
  9683 |         125109
  9684 |          37527
  9685 |          43492
  9686 |          29578
  9687 |           2926
  9688 |          54302
  9689 |           4710
  9690 |          26243
  9691 |          10568
  9692 |          52943
  9693 |          25103
  9694 |           5204
  9695 |          89065
  9696 |           4974
  9697 |          30331
  9698 |            258
  9699 |           8016
  9700 |          37601
  9701 |           4235
  9702 |          31532
  9703 |          34614
  9704 |          51177
  9705 |          16186
  9706 |          10012
  9707 |          65967
  9708 |         281189
  9709 |          10022
  9710 |           4551
  9711 |          30856
  9712 |             26
  9713 |           2026
  9714 |           9928
  9715 |          29735
  9716 |          76264
  9717 |          15771
  9718 |          76804
  9719 |          43912
  9720 |          82432
  9721 |           3115
  9722 |           6593
  9723 |         116698
  9724 |          63115
  9725 |          76403
  9726 |          87169
  9727 |          34093
  9728 |          38148
  9729 |          77041
  9730 |         167087
  9731 |          34196
  9732 |          54380
  9733 |          15443
  9734 |          36815
  9735 |         111017
  9736 |          37598
  9737 |          40957
  9738 |          33539
  9739 |          41749
  9740 |          88930
  9741 |          31835
  9742 |          60966
  9743 |          85926
  9744 |           1918
  9745 |          20511
  9746 |         133382
  9747 |          22377
  9748 |           1093
  9749 |          45212
  9750 |          12622
  9751 |          25283
  9752 |          18047
  9753 |          15018
  9754 |            438
  9755 |          24546
  9756 |          57953
  9757 |          64022
  9758 |          42222
  9759 |          11297
  9760 |          11196
  9761 |          33431
  9762 |          18770
  9763 |          37988
  9764 |          40916
  9765 |          42837
  9766 |           1589
  9767 |          13374
  9768 |           9688
  9769 |         228890
  9770 |          10040
  9771 |          11638
  9772 |            540
  9773 |          77120
  9774 |          48463
  9775 |          45218
  9776 |          44540
  9777 |          21666
  9778 |          23916
  9779 |          52277
  9780 |          32208
  9781 |          44634
  9782 |          84298
  9783 |          76499
  9784 |          43865
  9785 |          48598
  9786 |          72847
  9787 |          93313
  9788 |          32078
  9789 |          26038
  9790 |          45694
  9791 |          43029
  9792 |          42622
  9793 |          27495
  9794 |          19884
  9795 |          47007
  9796 |          37748
  9797 |          52302
  9798 |          24922
  9799 |          39327
  9800 |          55563
  9801 |          86458
  9802 |          22434
  9803 |          12778
  9804 |          42106
  9805 |          16198
  9806 |          15283
  9807 |            158
  9808 |           1772
  9809 |           5996
  9810 |          53939
  9811 |          19665
  9812 |          36006
  9813 |          73604
  9814 |          16301
  9815 |          47002
  9816 |          14573
  9817 |          18774
  9818 |          44154
  9819 |          28448
  9820 |          38155
  9821 |          34282
  9822 |          27030
  9823 |         120129
  9824 |          22595
  9825 |          42994
  9826 |          19545
  9827 |          21131
  9828 |          47237
  9829 |          17592
  9830 |          17113
  9831 |            187
  9832 |          14177
  9833 |          11399
  9834 |          23638
  9835 |           7364
  9836 |          11431
  9837 |          52796
  9838 |          45824
  9839 |          27271
  9840 |          51945
  9841 |          51104
  9842 |          16551
  9843 |          26332
  9844 |          24964
  9845 |          42229
  9846 |          45220
  9847 |          52663
  9848 |          49565
  9849 |           2029
  9850 |          44181
  9851 |          24619
  9852 |          70926
  9853 |          37214
  9854 |          26774
  9855 |          31944
  9856 |          85673
  9857 |          62637
  9858 |          94794
  9859 |          50435
  9860 |          42617
  9861 |          13524
  9862 |          31219
  9863 |          19971
  9864 |          47406
  9865 |          49225
  9866 |          42691
  9867 |           9674
  9868 |           3875
  9869 |          24182
  9870 |          38770
  9871 |          74948
  9872 |          14689
  9873 |          69321
  9874 |          31321
  9875 |          26638
  9876 |          37512
  9877 |           9653
  9878 |          42637
  9879 |          19673
  9880 |          14842
  9881 |          27883
  9882 |          41115
  9883 |          32085
  9884 |          43824
  9885 |          41954
  9886 |          42611
  9887 |          54156
  9888 |          39225
  9889 |          30204
  9890 |          40633
  9891 |           4595
  9892 |          26182
  9893 |          42260
  9894 |          31442
  9895 |            775
  9896 |          36971
  9897 |          50183
  9898 |           7342
  9899 |          45267
  9900 |          33641
  9901 |          13618
  9902 |           9636
  9903 |          32128
  9904 |          36984
  9905 |          48580
  9906 |          36843
  9907 |          18871
  9908 |          69069
  9909 |          45713
  9910 |         104193
  9911 |          64167
  9912 |         124083
  9913 |          68528
  9914 |         185987
  9915 |          34595
  9916 |          39851
  9917 |          45161
  9918 |          84084
  9919 |          84087
  9920 |           7453
  9921 |          15961
  9922 |           6183
  9923 |           8220
  9924 |          35170
  9925 |          20187
  9926 |          38151
  9927 |          20628
  9928 |          43003
  9929 |          16250
  9930 |          10065
  9931 |          30863
  9932 |          49920
  9933 |          31065
  9934 |          22033
  9935 |          37992
  9936 |          32850
  9937 |          68883
  9938 |          43379
  9939 |           9393
  9940 |          16972
  9941 |          21325
  9942 |          13409
  9943 |          14287
  9944 |          24363
  9945 |          13073
  9946 |          35384
  9947 |           8976
  9948 |          27360
  9949 |          29078
  9950 |          38717
  9951 |          13020
  9952 |          11679
  9953 |          25007
  9954 |           1495
  9955 |          10066
  9956 |           1640
  9957 |          67445
  9958 |          11171
  9959 |          14750
  9960 |          43260
  9961 |          11799
  9962 |          53116
  9963 |          24444
  9964 |          83995
  9965 |          42626
  9966 |          43881
  9967 |          46594
  9968 |          43344
  9969 |          26614
  9970 |         133750
  9971 |          16902
  9972 |          41131
  9973 |          31414
  9974 |          40730
  9975 |          15318
  9976 |          13384
  9977 |          48993
  9978 |           9463
  9979 |          13163
  9980 |          26810
  9981 |          20625
  9982 |           1566
  9983 |          21997
  9984 |          30624
  9985 |          44658
  9986 |          48130
  9987 |          27233
  9988 |          41386
  9989 |          24078
  9990 |          43271
  9991 |          26541
  9992 |          63066
  9993 |          37720
  9994 |          18050
  9995 |         155325
  9996 |          31819
  9997 |          14672
  9998 |          11628
  9999 |          10913
 10000 |          11605
 10001 |          16976
 10002 |          38643
 10003 |          10027
 10004 |           2444
 10005 |          43429
 10006 |          19413
 10007 |          11139
 10008 |          10837
 10009 |          32610
 10010 |           1279
 10011 |           1895
 10012 |           9981
 10013 |           4379
 10014 |          31200
 10015 |          37215
 10016 |          56946
 10017 |          11019
 10018 |          28423
 10019 |          14694
 10020 |          20271
 10021 |          29872
 10022 |          85014
 10023 |          34856
 10024 |          46112
 10025 |             27
 10026 |          16373
 10027 |          25649
 10028 |          19398
 10029 |         100605
 10030 |          43506
 10031 |            953
 10032 |          16605
 10033 |          42268
 10034 |          13064
 10035 |          14358
 10036 |          26825
 10037 |          12700
 10038 |           9291
 10039 |          19316
 10040 |          34309
 10041 |            921
 10042 |           9779
 10043 |           9787
 10044 |          16932
 10045 |          23825
 10046 |            787
 10047 |          14199
 10048 |          10226
 10049 |          21295
 10050 |          20651
 10051 |          56321
 10052 |           9528
 10053 |          12109
 10054 |          47945
 10055 |          13935
 10056 |          20941
 10057 |          18289
 10058 |          43471
 10059 |          65579
 10060 |           3011
 10061 |          13589
 10062 |          11620
 10063 |          43354
 10064 |            272
 10065 |           5845
 10066 |          15767
 10067 |          44524
 10068 |          15648
 10069 |           9709
 10070 |          29080
 10071 |          10274
 10072 |          45881
 10073 |          25248
 10074 |          11451
 10075 |          25312
 10076 |          11683
 10077 |           9722
 10078 |           2287
 10079 |          18497
 10080 |          47924
 10081 |          43888
 10082 |           2994
 10083 |          76094
 10084 |           1382
 10085 |           9534
 10086 |          33908
 10087 |          14653
 10088 |           9976
 10089 |            276
 10090 |          28000
 10091 |          38731
 10092 |          25876
 10093 |          93775
 10094 |          25426
 10095 |          38046
 10096 |          24703
 10097 |           2151
 10098 |          42491
 10099 |         102841
 10100 |          42488
 10101 |         120747
 10102 |          26323
 10103 |          12574
 10104 |         115565
 10105 |          22968
 10106 |          31901
 10107 |          50536
 10108 |          15719
 10109 |          28455
 10110 |          15938
 10111 |           2095
 10112 |          18503
 10113 |          20914
 10114 |          22553
 10115 |          26762
 10116 |          34308
 10117 |          43809
 10118 |          11588
 10119 |             74
 10120 |          16659
 10121 |          39464
 10122 |          28270
 10123 |           4889
 10124 |           1667
 10125 |          78293
 10126 |         100196
 10127 |          13014
 10128 |          18257
 10129 |           7233
 10130 |          78344
 10131 |          73376
 10132 |           9009
 10133 |           1553
 10134 |           9738
 10135 |          14278
 10136 |          55650
 10137 |         125360
 10138 |           9522
 10139 |          14922
 10140 |          77593
 10141 |          17599
 10142 |          28706
 10143 |          48232
 10144 |          26654
 10145 |           1826
 10146 |          54858
 10147 |          43100
 10148 |          36484
 10149 |          21886
 10150 |          84079
 10151 |          43367
 10152 |          21115
 10153 |          36401
 10154 |          38530
 10155 |          38516
 10156 |          14646
 10157 |          10476
 10158 |          11309
 10159 |          34012
 10160 |          21366
 10161 |          31063
 10162 |          33693
 10163 |           1635
 10164 |          13341
 10165 |           1696
 10166 |           1665
 10167 |           9775
 10168 |          11459
 10169 |          10048
 10170 |          11648
 10171 |          15258
 10172 |         123049
 10173 |          42719
 10174 |          41776
 10175 |          72899
 10176 |          57866
 10177 |          10542
 10178 |          12497
 10179 |           5237
 10180 |          32242
 10181 |          37632
 10182 |          16320
 10183 |          19112
 10184 |          37640
 10185 |          12259
 10186 |            308
 10187 |          25074
 10188 |          26935
 10189 |           5319
 10190 |          27449
 10191 |          85783
 10192 |          39946
 10193 |          54139
 10194 |          26579
 10195 |          40254
 10196 |          18882
 10197 |          42689
 10198 |           6519
 10199 |          13919
 10200 |          25956
 10201 |           1444
 10202 |          11453
 10203 |           9913
 10204 |           8292
 10205 |          13922
 10206 |          24461
 10207 |          14166
 10208 |            501
 10209 |          31542
 10210 |          28201
 10211 |          18165
 10212 |          27292
 10213 |          57103
 10214 |          37204
 10215 |          41279
 10216 |          32051
 10217 |          37284
 10218 |          37254
 10219 |          18976
 10220 |          42741
 10221 |          17110
 10222 |          25975
 10223 |          17824
 10224 |          11328
 10225 |         108348
 10226 |          15907
 10227 |          68850
 10228 |          46825
 10229 |          22965
 10230 |          11848
 10231 |          34921
 10232 |          37270
 10233 |          27217
 10234 |          25199
 10235 |          53857
 10236 |         306323
 10237 |          52660
 10238 |          85420
 10239 |          43313
 10240 |          12147
 10241 |          31977
 10242 |           6957
 10243 |           1917
 10244 |          79684
 10245 |          16764
 10246 |          11460
 10247 |          33459
 10248 |          14674
 10249 |          14134
 10250 |          19404
 10251 |          42034
 10252 |          35304
 10253 |          94529
 10254 |            445
 10255 |          74840
 10256 |           9564
 10257 |         102081
 10258 |          21290
 10259 |          20874
 10260 |          37185
 10261 |          17186
 10262 |          14175
 10263 |           4442
 10264 |          59882
 10265 |          22741
 10266 |          44413
 10267 |          65513
 10268 |          13169
 10269 |           9042
 10270 |          17926
 10271 |          15022
 10272 |           1985
 10273 |           9335
 10274 |          56214
 10275 |           9007
 10276 |           9777
 10277 |           1830
 10278 |           7182
 10279 |          10092
 10280 |            340
 10281 |           1546
 10282 |          23703
 10283 |          47488
 10284 |          15155
 10285 |          78734
 10286 |          51277
 10287 |          61675
 10288 |          59704
 10289 |          65215
 10290 |          36832
 10291 |          17386
 10292 |          16374
 10293 |          14759
 10294 |         121043
 10295 |          10753
 10296 |          27053
 10297 |          30230
 10298 |          11636
 10299 |          44407
 10300 |          43529
 10301 |          22575
 10302 |          14286
 10303 |          61044
 10304 |           1676
 10305 |          27645
 10306 |          34181
 10307 |          26259
 10308 |          77744
 10309 |           8814
 10310 |           9923
 10311 |           7553
 10312 |           8202
 10313 |           3118
 10314 |           2125
 10315 |           1947
 10316 |           9074
 10317 |          16133
 10318 |          10319
 10319 |          28001
 10320 |          49220
 10321 |          17584
 10322 |          42168
 10323 |          29656
 10324 |           8643
 10325 |           9315
 10326 |           3933
 10327 |           8923
 10328 |             59
 10329 |            257
 10330 |          15487
 10331 |            398
 10332 |          18651
 10333 |          30941
 10334 |          10254
 10335 |            647
 10336 |            349
 10337 |          14544
 10338 |          20668
 10339 |          11968
 10340 |          27176
 10341 |          14517
 10342 |          88286
 10343 |          33623
 10344 |          31227
 10345 |         120515
 10346 |          36909
 10347 |          56518
 10348 |          17209
 10349 |          10087
 10350 |          11627
 10351 |          34870
 10352 |            533
 10353 |          10703
 10354 |           5236
 10355 |          32237
 10356 |          11344
 10357 |           9060
 10358 |          31056
 10359 |          43807
 10360 |          14788
 10361 |           5471
 10362 |          19082
 10363 |          46315
 10364 |          45799
 10365 |          36498
 10366 |           9763
 10367 |          30082
 10368 |          56475
 10369 |          24019
 10370 |          15058
 10371 |          10017
 10372 |          10475
 10373 |           1559
 10374 |          20674
 10375 |           3527
 10376 |          27974
 10377 |          11931
 10378 |          32990
 10379 |          17010
 10380 |          27759
 10381 |          21838
 10382 |          12612
 10383 |          26513
 10384 |          43110
 10385 |          10707
 10386 |           9910
 10387 |          38583
 10388 |          77468
 10389 |          15493
 10390 |          53864
 10391 |            142
 10392 |          56778
 10393 |           9621
 10394 |           9701
 10395 |          45899
 10396 |           3291
 10397 |          34662
 10398 |          12920
 10399 |          56798
 10400 |          20853
 10401 |          16608
 10402 |          25517
 10403 |          16430
 10404 |          24408
 10405 |            791
 10406 |          19965
 10407 |          38828
 10408 |          33241
 10409 |          53935
 10410 |           2610
 10411 |          21246
 10412 |           9729
 10413 |          15276
 10414 |         191599
 10415 |           8066
 10416 |          18428
 10417 |           1656
 10418 |         182097
 10419 |          41566
 10420 |           6963
 10421 |            215
 10422 |           2313
 10423 |          45967
 10424 |          37124
 10425 |          16729
 10426 |         178469
 10427 |          31718
 10428 |         226594
 10429 |          10915
 10430 |           5335
 10431 |           9993
 10432 |           8274
 10433 |          25918
 10434 |          29111
 10435 |          20128
 10436 |          26845
 10437 |          18994
 10438 |          12617
 10439 |          10799
 10440 |          42000
 10441 |          36102
 10442 |           3554
 10443 |          14897
 10444 |           1951
 10445 |          68013
 10446 |          16022
 10447 |          23196
 10448 |          25763
 10449 |          35580
 10450 |            259
 10451 |          34207
 10452 |          32117
 10453 |          19354
 10454 |          28170
 10455 |          10851
 10456 |          16231
 10457 |          81220
 10458 |             25
 10459 |         105299
 10460 |          15083
 10461 |           9982
 10462 |          13994
 10463 |          73473
 10464 |          12877
 10465 |          11661
 10466 |           5620
 10467 |          23220
 10468 |          43440
 10469 |          39261
 10470 |          54801
 10471 |          28667
 10472 |          38761
 10473 |           7974
 10474 |          60409
 10475 |          44389
 10476 |          10060
 10477 |          46917
 10478 |          10033
 10479 |            231
 10480 |          59388
 10481 |          41764
 10482 |          28212
 10483 |          68098
 10484 |           8999
 10485 |           8555
 10486 |           4348
 10487 |          47540
 10488 |          10064
 10489 |         125300
 10490 |           9885
 10491 |           9392
 10492 |          47473
 10493 |          20347
 10494 |          14837
 10495 |            674
 10496 |          24625
 10497 |             69
 10498 |           1833
 10499 |          44163
 10500 |          65045
 10501 |          46591
 10502 |           6795
 10503 |          11421
 10504 |           7301
 10505 |         108843
 10506 |          16156
 10507 |          24618
 10508 |           1420
 10509 |           9005
 10510 |          13499
 10511 |          17952
 10512 |           7548
 10513 |          20436
 10514 |           7010
 10515 |           6529
 10516 |          20345
 10517 |          15184
 10518 |          86666
 10519 |          24223
 10520 |           3124
 10521 |           8425
 10522 |          44710
 10523 |           2153
 10524 |          48121
 10525 |          42489
 10526 |            116
 10527 |          35124
 10528 |          43176
 10529 |           5741
 10530 |          20416
 10531 |          41189
 10532 |          19215
 10533 |          84090
 10534 |          61340
 10535 |         253250
 10536 |             67
 10537 |          64972
 10538 |            411
 10539 |            254
 10540 |           1904
 10541 |           9043
 10542 |           2008
 10543 |          21454
 10544 |          42687
 10545 |          27915
 10546 |          14695
 10547 |          27031
 10548 |            917
 10549 |          17595
 10550 |          43322
 10551 |          43118
 10552 |          19058
 10553 |          36826
 10554 |          22908
 10555 |          42234
 10556 |           9515
 10557 |          16151
 10558 |          29595
 10559 |           9721
 10560 |          20858
 10561 |          35896
 10562 |          80316
 10563 |          23478
 10564 |          92272
 10565 |          84847
 10566 |          43812
 10567 |          23606
 10568 |           2777
 10569 |          25651
 10570 |          25650
 10571 |           8290
 10572 |          17382
 10573 |           8053
 10574 |          20003
 10575 |          43350
 10576 |          11466
 10577 |          21040
 10578 |          13653
 10579 |          36775
 10580 |          56373
 10581 |            612
 10582 |           9899
 10583 |            546
 10584 |           2800
 10585 |           9641
 10586 |           7552
 10587 |           9927
 10588 |           9681
 10589 |          10773
 10590 |          18840
 10591 |          18189
 10592 |           4495
 10593 |          22014
 10594 |          18614
 10595 |          22975
 10596 |          10597
 10597 |          88953
 10598 |          10809
 10599 |          13925
 10600 |           9687
 10601 |          33081
 10602 |          20546
 10603 |          20530
 10604 |           9568
 10605 |          43899
 10606 |         107667
 10607 |          18809
 10608 |          17835
 10609 |           6935
 10610 |          20641
 10611 |         154105
 10612 |          66192
 10613 |          11400
 10614 |          37910
 10615 |          90967
 10616 |          13669
 10617 |          60566
 10618 |          30095
 10619 |          16665
 10620 |          63395
 10621 |          43355
 10622 |          14241
 10623 |          79406
 10624 |          92285
 10625 |          42269
 10626 |          38785
 10627 |          55544
 10628 |           4550
 10629 |          36380
 10630 |          16433
 10631 |          30669
 10632 |          78315
 10633 |          44345
 10634 |          46041
 10635 |          21735
 10636 |           6934
 10637 |         174865
 10638 |          34081
 10639 |          10045
 10640 |         168705
 10641 |           1690
 10642 |           9900
 10643 |           9044
 10644 |           9918
 10645 |          17379
 10646 |          10982
 10647 |          25608
 10648 |            834
 10649 |          25890
 10650 |          39345
 10651 |          44940
 10652 |          26782
 10653 |          37865
 10654 |          27742
 10655 |          72856
 10656 |           4772
 10657 |          14226
 10658 |           2455
 10659 |          12701
 10660 |          21519
 10661 |          27622
 10662 |          43626
 10663 |          16553
 10664 |          25652
 10665 |          45802
 10666 |          39788
 10667 |          12517
 10668 |          65891
 10669 |          24580
 10670 |          11246
 10671 |          49683
 10672 |          52728
 10673 |          23957
 10674 |          49653
 10675 |          27344
 10676 |           7295
 10677 |          78237
 10678 |          29952
 10679 |          28638
 10680 |          14942
 10681 |           7509
 10682 |          24269
 10683 |           2117
 10684 |          47250
 10685 |          36768
 10686 |          29040
 10687 |           9912
 10688 |          24163
 10689 |           1969
 10690 |          31858
 10691 |           8435
 10692 |          34187
 10693 |          12116
 10694 |          53367
 10695 |          38349
 10696 |         124484
 10697 |          45759
 10698 |          11183
 10699 |          13275
 10700 |          11565
 10701 |          11283
 10702 |          97936
 10703 |          19416
 10704 |             17
 10705 |          27568
 10706 |          27629
 10707 |          45726
 10708 |          33117
 10709 |         108994
 10710 |          54227
 10711 |          25167
 10712 |          16452
 10713 |          61105
 10714 |          31894
 10715 |           9286
 10716 |          86168
 10717 |          15363
 10718 |          30712
 10719 |          31416
 10720 |            292
 10721 |          37631
 10722 |          77291
 10723 |         196918
 10724 |           1544
 10725 |           1651
 10726 |          33095
 10727 |          33799
 10728 |          42328
 10729 |          31432
 10730 |          61559
 10731 |          20981
 10732 |          12096
 10733 |          33061
 10734 |           5145
 10735 |           9975
 10736 |           9754
 10737 |          36495
 10738 |          52612
 10739 |          23965
 10740 |          29269
 10741 |          10053
 10742 |          10263
 10743 |           7515
 10744 |          15675
 10745 |           9959
 10746 |          14256
 10747 |           9036
 10748 |          10073
 10749 |           7304
 10750 |          16781
 10751 |          24432
 10752 |           9920
 10753 |          10025
 10754 |           9682
 10755 |          17700
 10756 |           2207
 10757 |          14086
 10758 |          14887
 10759 |          44435
 10760 |          18747
 10761 |           9756
 10762 |          34581
 10763 |           6877
 10764 |          14609
 10765 |            950
 10766 |          10912
 10767 |           9968
 10768 |           4173
 10769 |          43386
 10770 |          10116
 10771 |         113479
 10772 |          18493
 10773 |          16791
 10774 |           7483
 10775 |          20442
 10776 |          15590
 10777 |           1967
 10778 |            752
 10779 |           9655
 10780 |           9388
 10781 |           9950
 10782 |            388
 10783 |            868
 10784 |          14191
 10785 |          25874
 10786 |          18009
 10787 |          19286
 10788 |          19287
 10789 |          18011
 10790 |         114875
 10791 |          49781
 10792 |           9648
 10793 |           1379
 10794 |          62719
 10795 |          29481
 10796 |           9792
 10797 |          10067
 10798 |          55676
 10799 |          11573
 10800 |          46828
 10801 |          35555
 10802 |            582
 10803 |          52885
 10804 |         143223
 10805 |          42120
 10806 |          88811
 10807 |            669
 10808 |          49361
 10809 |          98864
 10810 |          37939
 10811 |          32052
 10812 |          34732
 10813 |          12763
 10814 |          56935
 10815 |          13222
 10816 |          42112
 10817 |          48764
 10818 |           1561
 10819 |          31289
 10820 |            186
 10821 |           8410
 10822 |          51311
 10823 |          21843
 10824 |            219
 10825 |          65873
 10826 |          13751
 10827 |          52345
 10828 |          53961
 10829 |          10292
 10830 |          15639
 10831 |          10069
 10832 |          43887
 10833 |           3093
 10834 |           9270
 10835 |          11291
 10836 |          28349
 10837 |          10177
 10838 |          12591
 10839 |          18045
 10840 |          16070
 10841 |          11348
 10842 |          13960
 10843 |          41263
 10844 |           9035
 10845 |           9957
 10846 |          30139
 10847 |           9389
 10848 |            460
 10849 |          28752
 10850 |          19059
 10851 |           8998
 10852 |          44947
 10853 |          13468
 10854 |          20521
 10855 |          25428
 10856 |          53296
 10857 |          79363
 10858 |          34193
 10859 |           4441
 10860 |          84954
 10861 |          11490
 10862 |          11304
 10863 |          55368
 10864 |          18276
 10865 |          26514
 10866 |           4257
 10867 |           2652
 10868 |          19592
 10869 |           1629
 10870 |          17111
 10871 |           9526
 10872 |          19126
 10873 |          80556
 10874 |          39045
 10875 |          27201
 10876 |           5820
 10877 |          19661
 10878 |          41338
 10879 |           9904
 10880 |          50724
 10881 |            588
 10882 |          17247
 10883 |           9310
 10884 |          48369
 10885 |          18858
 10886 |          35545
 10887 |           1557
 10888 |          16367
 10889 |          17131
 10890 |           8982
 10891 |            956
 10892 |          36253
 10893 |          31506
 10894 |          42512
 10895 |           1416
 10896 |           9530
 10897 |           9829
 10898 |          10115
 10899 |            560
 10900 |           5717
 10901 |          41292
 10902 |          14384
 10903 |          28432
 10904 |          19719
 10905 |          10008
 10906 |           7870
 10907 |          34019
 10908 |           7518
 10909 |           9786
 10910 |            503
 10911 |            591
 10912 |          36668
 10913 |           9767
 10914 |          13689
 10915 |          18164
 10916 |          15013
 10917 |          21014
 10918 |            920
 10919 |          18484
 10920 |           9700
 10921 |          14167
 10922 |          12261
 10923 |          59892
 10924 |          15264
 10925 |          20330
 10926 |          44126
 10927 |          55418
 10928 |         101908
 10929 |          12766
 10930 |          15402
 10931 |          26116
 10932 |          32446
 10933 |          80919
 10934 |          15366
 10935 |          53905
 10936 |          38344
 10937 |            806
 10938 |          20021
 10939 |           9353
 10940 |           2044
 10941 |           9339
 10942 |          20945
 10943 |         122271
 10944 |          50254
 10945 |          28249
 10946 |            350
 10947 |             58
 10948 |           1819
 10949 |           2295
 10950 |           9697
 10951 |           4474
 10952 |          43240
 10953 |          30022
 10954 |          28673
 10955 |          20556
 10956 |           4962
 10957 |          10007
 10958 |           1887
 10959 |           1841
 10960 |          71762
 10961 |          13508
 10962 |           1611
 10963 |          48693
 10964 |           1781
 10965 |          43155
 10966 |          16270
 10967 |           8997
 10968 |          42003
 10969 |          63100
 10970 |          18404
 10971 |          51571
 10972 |          16074
 10973 |          10947
 10974 |          71769
 10975 |          34787
 10976 |          29138
 10977 |          17628
 10978 |           8443
 10979 |          18553
 10980 |          26567
 10981 |          34186
 10982 |          17021
 10983 |          53231
 10984 |          22747
 10985 |          27320
 10986 |          17741
 10987 |          25563
 10988 |         146322
 10989 |          43147
 10990 |           7549
 10991 |         151590
 10992 |          41796
 10993 |           9615
 10994 |           9513
 10995 |          20604
 10996 |            410
 10997 |          31692
 10998 |          25509
 10999 |          31998
 11000 |           9917
 11001 |          10770
 11002 |           4375
 11003 |           8008
 11004 |          60269
 11005 |          51303
 11006 |           1452
 11007 |          43654
 11008 |           7872
 11009 |          57406
 11010 |          18191
 11011 |          14474
 11012 |            773
 11013 |          16429
 11014 |          19999
 11015 |         126090
 11016 |          36576
 11017 |          33005
 11018 |          36762
 11019 |          19676
 11020 |          10308
 11021 |          34380
 11022 |          19972
 11023 |          21631
 11024 |          35955
 11025 |          41214
 11026 |           1164
 11027 |          71282
 11028 |          72881
 11029 |           9520
 11030 |          42839
 11031 |          32740
 11032 |          13141
 11033 |          31915
 11034 |          45817
 11035 |          43838
 11036 |          31463
 11037 |          39083
 11038 |          11554
 11039 |          25305
 11040 |          35199
 11041 |          15383
 11042 |          47850
 11043 |           9072
 11044 |          43903
 11045 |          43600
 11046 |          73907
 11047 |          27716
 11048 |          54111
 11049 |           9727
 11050 |          14120
 11051 |          76344
 11052 |          42636
 11053 |           9297
 11054 |          26826
 11055 |          81312
 11056 |           5070
 11057 |          13802
 11058 |          43778
 11059 |            326
 11060 |            512
 11061 |           9718
 11062 |           1593
 11063 |           1852
 11064 |           1262
 11065 |          43610
 11066 |         126781
 11067 |          47758
 11068 |          13338
 11069 |             82
 11070 |          14963
 11071 |           9921
 11072 |          36342
 11073 |          51043
 11074 |          24164
 11075 |           1986
 11076 |          31152
 11077 |           1402
 11078 |           2805
 11079 |           9293
 11080 |           9906
 11081 |          84956
 11082 |          35075
 11083 |          55587
 11084 |          43597
 11085 |          47880
 11086 |          31032
 11087 |          51857
 11088 |          42479
 11089 |         145899
 11090 |          43542
 11091 |           1948
 11092 |            148
 11093 |           9951
 11094 |          77221
 11095 |          77250
 11096 |          52452
 11097 |          31979
 11098 |           5289
 11099 |           9782
 11100 |           9907
 11101 |          42501
 11102 |          27203
 11103 |          63618
 11104 |          35921
 11105 |          15696
 11106 |          19017
 11107 |          42756
 11108 |          37929
 11109 |           9762
 11110 |          14113
 11111 |          15049
 11112 |          86604
 11113 |          21712
 11114 |          15414
 11115 |           7859
 11116 |          16998
 11117 |          25645
 11118 |          58311
 11119 |          18672
 11120 |          39776
 11121 |          11559
 11122 |          31513
 11123 |          10348
 11124 |          26718
 11125 |           1023
 11126 |          59964
 11127 |          71436
 11128 |           2168
 11129 |          10118
 11130 |           9788
 11131 |          14174
 11132 |          11689
 11133 |          39797
 11134 |          39749
 11135 |          14893
 11136 |          33813
 11137 |           1540
 11138 |          26502
 11139 |          57840
 11140 |           1491
 11141 |          34233
 11142 |          33792
 11143 |          51601
